PRIMARY_KEY,pension_plan_payments
60408,32866
60409,18220
60410,11326
60421,19378
60423,14870
60428,13496
60440,25885
60443,31877
60460,17802
60464,12426
60474,13845
60475,18401
60502,20784
60507,9229
60509,18065
60515,20367
60519,17095
60528,17555
60536,35450
60547,23533
60554,20335
60567,19525
60571,16629
60574,11060
60577,98601
60578,61826
60581,17377
60596,24612
60623,21456
60627,8881
60638,31743
60639,25686
60682,12252
60690,19223
60699,13349
60730,14423
60733,30565
60744,19361
60751,16193
60756,11136
60762,11894
60772,29242
60777,11626
60801,16900
60808,17430
60819,19799
60825,16741
60830,26088
60835,25723
60837,12359
60842,28937
60846,13965
60847,11400
60857,14208
60860,15497
60864,30336
60869,18345
60880,34499
60889,23564
60891,13948
60892,27666
60927,12878
60948,11060
60959,16928
60969,25041
60971,21344
60975,11060
60977,18955
60981,24572
60987,11892
60995,16124
61001,26103
61004,11060
61019,21033
61023,11731
61028,18257
61031,17242
61033,20969
61037,28568
61053,19052
61060,11060
61061,24743
61062,28003
61065,19642
61079,16931
61086,14168
61087,20707
61095,13209
61099,16869
61123,15180
61145,16085
61159,17183
61166,19829
61174,9188
61176,14728
61183,21251
61197,24016
61202,20012
61214,18591
61221,11060
61227,11060
61241,19068
61263,12151
61265,14722
61310,15306
61311,13465
61377,20598
61394,20264
61407,17796
61410,11648
61421,11060
61428,12876
61430,8881
61434,23773
61441,30989
61447,13125
61468,14451
61484,8881
61488,20586
61493,18360
61497,25042
61499,13306
61530,27246
61533,19575
61541,11669
61559,14154
61580,18310
61583,21252
61587,19494
61591,21284
61592,13288
61601,16372
61605,13043
61616,26136
61641,26952
61651,12705
61653,17588
61662,12774
61665,14829
61676,21131
61678,18415
61679,30240
61706,17737
61720,17454
61722,16972
61723,11525
61733,18627
61751,11973
61771,17380
61784,11060
61806,17651
61810,21398
61831,13830
61851,12741
61855,11060
61863,16705
61869,18186
61881,11819
61883,20705
61896,8881
61908,15334
61912,96381
61924,25376
61936,9832
61953,18865
61955,24775
61959,17858
61968,13040
61974,11060
61975,25322
61989,21101
62002,33647
62004,13432
62011,11069
62013,11118
62027,21825
62040,11024
62043,16475
62071,19706
62077,30996
62080,25940
62094,16661
62114,11719
62123,56471
62125,11598
62130,11948
62146,25997
62154,36746
62156,149194
62161,14503
62162,18773
62166,13560
62169,19862
62178,16864
62196,21127
62197,18367
62199,21114
62202,22178
62203,12677
62207,15156
62223,15897
62225,18224
62227,12171
62238,31959
62239,19359
62241,31794
62245,23872
62248,14879
62250,16409
62271,19727
62281,13096
62282,18714
62297,22999
62301,14394
62318,22744
62321,17322
62350,21657
62360,39330
62365,22218
62368,15137
62388,11189
62419,24972
62434,20041
62442,14579
62460,14355
62461,14091
62473,13811
62487,25685
62490,20796
62496,13697
62497,15177
62503,14491
62504,13878
62584,21017
62586,16382
62588,18231
62614,13767
62620,11368
62630,9359
62638,31219
62647,15281
62653,19581
62663,11793
62664,17373
62667,26354
62671,21191
62677,10266
62687,8881
62703,17531
62705,21000
62711,10880
62719,20932
62720,26891
62749,32485
62763,12931
62782,13516
62810,20971
62817,21725
62832,19436
62842,18134
62844,24593
62848,12473
62855,25186
62859,22436
62860,21064
62867,11060
62885,21943
62886,25806
62894,19870
62896,19267
62901,13319
62917,10740
62924,26542
62927,30861
62933,14486
62941,31725
62943,12258
62954,13241
62963,25693
62966,27046
62973,16628
62985,12324
62989,11060
62994,13562
63003,21484
63011,13554
63019,12042
63024,11060
63029,23709
63037,10859
63040,17705
63044,27867
63048,11060
63057,25374
63063,14156
63080,12605
63095,11687
63107,19926
63110,20999
63113,17362
63114,13547
63127,14163
63131,31010
63133,11283
63145,24209
63147,19473
63159,24762
63185,11060
63191,11413
63209,11060
63210,12663
63215,13712
63217,16794
63221,16018
63242,22270
63264,11894
63268,17919
63269,36553
63270,15584
63275,10404
63278,14199
63312,17384
63315,13796
63331,17038
63332,14624
63345,16795
63356,11171
63357,17702
63361,17257
63362,24008
63397,20796
63411,13015
63412,11060
63421,19175
63430,12654
63443,15109
63449,25550
63451,11401
63455,22849
63479,16235
63488,12157
63494,21385
63502,12496
63508,32704
63514,9875
63516,20989
63522,12239
63534,20948
63535,27511
63541,14756
63552,19820
63568,8881
63572,9351
63574,18599
63581,21718
63586,30014
63610,17491
63618,14565
63621,23714
63633,9816
63634,11976
63637,11135
63640,12939
63646,20178
63656,18001
63661,21117
63674,17362
63676,18803
63686,61114
63695,17501
63703,30499
63706,14137
63708,18842
63711,15784
63719,8881
63726,15725
63736,12502
63748,11835
63753,15832
63758,22736
63760,16922
63761,26157
63764,19634
63767,10288
63771,13509
63773,14750
63781,8881
63790,12645
63791,13317
63793,15662
63794,17021
63836,15939
63841,18289
63849,20982
63851,13150
63853,11247
63856,16006
63883,11060
63888,13635
63897,11744
63899,11870
63904,15123
63914,22665
63921,21165
63931,11060
63937,17804
63939,14297
63959,13625
63961,23193
63963,25431
63975,25047
63990,8881
63994,31205
63996,25416
63998,13907
64021,23334
64032,25748
64035,19143
64043,15782
64045,20659
64051,14277
64054,23749
64056,21153
64057,23790
64058,18990
64060,11060
64070,14942
64081,13065
64091,18957
64096,14288
64108,13951
64109,25626
64111,12820
64112,22425
64115,20761
64125,23341
64134,17834
64144,11598
64149,15204
64151,13018
64158,17729
64161,12406
64170,12858
64179,15833
64185,11075
64187,12984
64188,11443
64205,22730
64216,13483
64232,15300
64235,13755
64252,12029
64272,11172
64308,17141
64311,18238
64318,18632
64342,25332
64347,12195
64366,15980
64374,23310
64394,20024
64435,14991
64440,30308
64441,11060
64444,11136
64449,16013
64453,17744
64458,32564
64479,22006
64517,11550
64520,13046
64521,21418
64543,16578
64547,19881
64567,23064
64586,16949
64589,11060
64596,19930
64598,12121
64603,17121
64613,25415
64630,20489
64642,11684
64657,17461
64665,19591
64666,17881
64686,12535
64689,13501
64704,32216
64720,25824
64729,19291
64730,20165
64734,11792
64738,20335
64740,25278
64743,17032
64756,13978
64785,15661
64794,23800
64799,26098
64805,24659
64810,11060
64813,27288
64818,17435
64819,21898
64837,28524
64854,19402
64855,21329
64858,13600
64877,14328
64878,28118
64889,9291
64894,35311
64932,12628
64942,25075
64943,11894
64957,11060
64962,18284
64970,23308
65003,36680
65006,12088
65007,15406
65017,11060
65028,9834
65046,17015
65049,32749
65051,18917
65054,11409
65059,10033
65060,25739
65073,26026
65083,25106
65085,30296
65087,25815
65112,19993
65117,18187
65124,18738
65130,35026
65131,32258
65134,11563
65135,11060
65161,17955
65177,16266
65181,22055
65214,11537
65222,28639
65233,16805
65236,14019
65244,14251
65263,19658
65299,25421
65302,25448
65315,21326
65336,26030
65342,16888
65363,24514
65365,12834
65367,15619
65369,12369
65376,20563
65383,13065
65417,13079
65439,18314
65447,24628
65451,16807
65467,10526
65480,8881
65490,12570
65493,27554
65509,26149
65512,20334
65516,20185
65517,17217
65526,25440
65527,20335
65529,17083
65542,16727
65548,25255
65555,29547
65564,28193
65572,20153
65576,19574
65578,20653
65589,24709
65593,20426
65597,15400
65604,14568
65612,9783
65631,13143
65637,17502
65638,31355
65650,31207
65658,14779
65660,21504
65667,11427
65674,18975
65677,17428
65694,14121
65700,24982
65704,15940
65730,16859
65731,19837
65749,13247
65752,13652
65766,14335
65768,14722
65777,27301
65780,21990
65784,11887
65808,15679
65836,19739
65866,26089
65874,34251
65906,14631
65911,12936
65922,15574
65925,11545
65938,11240
65945,11699
65953,10478
65959,14532
65961,11060
65982,16140
65994,16388
66015,15003
66018,18785
66021,9319
66022,38606
66060,21003
66065,21330
66069,14382
66070,20424
66074,9964
66121,21202
66145,15140
66158,23861
66167,11060
66204,11894
66215,18654
66225,11350
66242,25693
66255,23336
66259,18222
66297,13664
66309,10787
66329,10678
66350,20343
66363,13267
66398,10873
66399,21417
66401,13393
66419,17279
66428,16429
66440,21273
66442,26228
66455,20101
66458,14255
66462,26555
66493,20586
66497,20940
66515,16091
66516,24074
66517,17367
66521,18722
66522,13961
66525,16764
66528,12606
66541,24963
66562,14776
66566,21197
66569,22898
66593,24937
66597,19441
66599,15972
66640,19853
66643,15826
66671,15264
66686,8881
66704,31847
66706,16888
66709,19327
66739,8881
66755,19699
66768,17543
66792,19155
66803,14491
66808,20439
66824,25720
66851,11894
66880,19221
66884,30555
66896,14840
66923,28693
66930,12584
66945,11300
66952,36642
66965,16773
66966,21351
66968,26036
66970,14351
66985,10597
66990,11700
66991,22486
67004,24191
67007,24305
67019,11181
67020,19699
67023,25297
67025,25503
67030,10580
67033,20567
67056,15788
67057,18886
67079,25901
67114,17531
67118,13275
67146,17613
67151,21253
67155,20210
67160,22887
67170,13447
67179,16672
67186,19082
67187,11894
67188,20180
67228,21101
67229,21312
67233,26100
67247,18663
67250,23474
67258,25239
67263,26851
67269,29884
67272,11752
67276,14468
67290,15763
67297,11001
67299,29196
67309,17339
67311,13078
67317,23410
67319,13307
67324,23638
67326,13663
67328,14600
67334,25028
67340,33073
67346,21874
67358,25525
67372,49052
67374,17107
67381,11837
67388,23805
67393,13507
67410,27862
67412,14288
67418,19084
67435,11728
67449,22431
67468,13639
67471,12186
67500,24566
67508,24429
67510,11955
67515,12795
67519,14993
67528,11524
67535,30563
67537,24267
67538,17278
67546,11143
67559,22632
67560,39123
67570,22458
67585,12770
67587,16179
67591,15934
67602,23614
67607,13692
67663,18055
67665,15347
67670,10447
67677,16709
67681,12167
67686,14832
67704,15657
67706,18273
67717,22928
67749,19188
67757,21154
67759,9839
67762,8881
67768,18947
67774,26055
67780,11060
67789,17310
67804,19684
67805,15023
67817,15197
67818,11320
67823,11060
67840,16905
67853,10862
67862,16956
67866,13449
67875,16010
67877,24723
67890,37337
67891,18367
67895,20463
67902,11155
67905,14062
67906,25668
67911,13156
67929,28978
67931,28124
67942,20816
67945,15869
67956,19712
67962,28001
67964,9449
67970,12591
67973,9121
67989,16978
67995,15373
67998,16337
68004,23861
68005,11060
68021,12255
68022,9898
68028,11060
68029,23783
68069,13759
68079,14123
68081,17459
68087,27156
68101,26046
68105,24405
68113,14735
68114,22531
68116,13997
68123,15446
68141,29563
68149,14685
68169,12833
68171,20314
68172,11215
68173,12075
68208,8881
68210,10638
68216,30365
68217,19259
68221,24243
68245,17296
68247,13582
68252,19697
68263,17129
68270,17938
68291,12864
68296,17728
68297,11060
68312,12645
68313,19885
68317,16269
68320,20634
68330,19004
68332,19079
68333,23482
68338,17740
68350,20483
68360,14218
68370,21396
68372,12949
68375,20453
68392,10886
68402,19525
68421,10254
68426,13066
68436,19750
68440,24088
68460,15947
68468,16740
68478,11213
68480,22948
68487,11060
68503,11060
68508,16175
68510,32593
68514,24767
68515,11060
68531,16542
68534,22766
68540,20592
68554,18919
68555,15197
68556,19033
68561,37137
68565,12359
68567,29128
68573,16599
68583,12296
68586,20889
68588,23969
68592,16033
68595,17830
68606,11060
68607,18814
68613,13782
68630,11509
68635,25782
68639,17464
68649,8881
68657,17743
68658,25798
68664,16095
68667,8881
68684,16893
68689,12164
68700,25264
68709,12906
68712,12456
68714,23433
68738,18674
68748,15368
68751,17914
68755,15962
68759,20128
68778,15249
68784,22789
68791,23114
68798,9235
68808,15594
68813,25201
68817,10872
68823,22100
68831,11208
68844,12723
68850,28839
68852,18470
68861,13177
68880,10345
68883,13037
68890,28107
68893,24440
68897,19282
68913,24538
68946,11945
68949,13005
68953,24733
68960,14465
68964,19057
68966,21857
68991,10460
68997,18041
69010,12784
69012,19817
69013,17093
69022,17196
69028,17555
69041,15716
69047,17307
69052,23265
69061,26195
69065,25993
69086,15365
69088,9700
69089,14388
69101,10238
69102,28779
69103,16830
69105,17149
69120,16167
69121,11745
69125,13688
69140,20327
69150,19862
69152,14776
69162,13579
69163,14916
69164,14925
69168,12638
69181,25345
69218,15819
69237,14848
69245,26090
69264,13142
69271,13746
69291,11369
69293,11366
69297,15071
69302,25234
69342,21606
69351,16993
69357,23098
69360,26398
69361,20692
69372,25206
69381,19777
69388,11626
69389,11060
69392,12339
69404,32521
69409,25073
69414,24185
69415,18737
69418,16329
69419,12887
69421,20364
69422,12331
69430,11060
69431,24881
69441,12492
69452,25016
69464,14838
69467,15450
69472,18006
69479,20311
69481,11539
69488,11579
69496,12896
69503,17748
69508,9264
69512,15342
69524,23715
69532,16481
69533,21329
69534,20808
69537,19163
69548,20568
69549,14518
69551,12317
69553,17595
69575,24216
69579,12042
69585,13958
69586,20170
69589,17047
69602,33097
69607,20149
69608,23410
69611,20667
69613,19468
69624,11894
69628,16091
69648,17518
69656,27070
69666,34613
69675,8881
69686,20956
69687,19271
69702,8881
69708,8881
69709,24182
69711,17566
69723,13430
69741,25420
69753,9167
69754,14641
69757,11060
69776,13979
69779,33724
69802,16038
69803,8881
69836,14192
69842,19090
69854,10915
69861,20210
69867,22127
69871,16489
69876,20354
69878,22361
69883,16077
69902,11060
69906,14421
69912,12518
69919,21042
69929,12185
69933,24990
69945,33683
69950,11060
69976,23885
69995,16548
70006,14148
70007,16867
70018,15419
70026,10821
70037,21865
70049,24113
70065,18561
70069,12898
70072,17854
70094,19252
70098,11060
70127,26162
70154,23147
70155,13992
70179,8881
70192,24809
70193,11060
70196,17341
70214,24670
70238,20550
70240,11697
70263,26158
70268,14183
70284,20641
70288,12671
70306,14648
70307,11025
70315,9861
70324,17705
70335,12831
70338,20662
70354,20705
70364,23304
70374,13676
70406,21387
70408,15706
70419,21389
70466,23080
70493,29342
70496,14728
70501,14521
70509,8881
70525,31143
70532,30494
70545,16512
70557,26502
70563,19362
70570,12701
70573,22211
70576,18319
70597,15915
70614,21341
70620,12549
70633,17108
70636,9732
70665,20071
70672,25040
70699,22485
70704,12970
70709,14284
70710,8881
70740,11839
70743,21091
70752,27830
70765,14142
70779,19183
70801,12104
70807,31184
70827,14272
70841,12025
70852,12520
70886,25689
70888,16585
70895,19348
70913,16834
70924,12731
70926,16667
70927,9859
70940,19199
70966,26075
70981,21369
70998,17012
71003,20761
71006,16218
71008,21162
71020,20386
71034,20758
71048,13637
71053,8881
71057,18089
71071,12046
71072,24863
71079,29871
71107,11894
71110,19042
71136,17230
71146,19338
71149,23555
71153,12961
71160,17683
71167,36290
71186,10895
71192,19324
71205,25964
71223,22649
71243,46331
71251,15347
71263,21389
71271,13752
71278,21007
71287,17776
71289,20733
71301,48028
71307,21701
71327,14200
71375,15290
71404,13975
71406,14894
71424,28223
71432,10490
71480,12068
71486,34970
71532,12019
71533,23876
71544,19906
71567,21396
71611,19407
71620,34186
71648,12984
71660,20316
71661,21926
71717,27508
71720,19863
71751,14851
71779,26605
71787,35386
71793,8881
71810,16666
71811,18340
71814,19205
71840,16587
71845,25497
71851,11060
71852,24159
71871,13679
71877,12091
71892,24248
71920,33291
71932,30757
71937,19231
71940,10388
71952,19277
71958,11060
71979,23311
71983,15492
71985,14400
71986,15058
71993,13388
72031,11689
72046,16265
72048,23960
72062,13447
72087,12032
72089,32555
72091,18532
72103,11060
72109,21359
72120,17161
72128,61469
72129,21021
72171,47183
72185,25130
72197,19493
72221,19754
72228,21661
72232,24780
72234,16833
72266,15681
72297,12309
72299,19085
72302,17562
72332,19215
72373,19214
72399,23498
72405,14944
72443,12127
72450,33523
72464,21379
72466,16526
72504,14103
72530,13310
72556,31091
72568,10700
72569,30949
72577,19750
72578,23910
72580,19165
72586,24309
72587,16923
72596,12633
72642,12590
72649,25870
72656,26166
72662,22408
72663,13557
72670,24715
72698,12593
72710,14074
72712,30240
72718,30949
72719,14252
72734,28397
72749,21282
72751,16216
72752,15674
72764,15955
72767,13627
72796,13513
72810,18310
72811,11060
72818,30663
72839,11351
72845,35252
72852,20989
72887,11060
72892,23066
72898,21467
72909,30911
72919,18362
72924,8881
72937,19021
72940,28319
72954,11002
72955,18560
72974,23308
72981,11060
72996,14326
72998,18662
73008,22281
73033,29130
73056,36841
73076,13872
73084,21436
73100,21220
73132,16950
73136,49576
73149,17010
73151,21121
73152,16582
73154,19269
73212,17772
73226,21001
73228,17375
73230,17079
73238,17856
73267,14312
73304,28272
73307,14309
73320,20036
73335,19171
73369,25878
73371,21366
73384,24974
73388,17822
73395,12746
73409,29778
73412,21770
73430,14153
73463,12888
73470,11060
73471,14861
73492,35022
73558,12612
73569,13151
73576,16597
73578,16862
73587,8881
73592,21315
73598,38052
73604,17090
73617,22039
73623,18038
73640,12555
73673,14578
73698,10277
73713,20266
73730,14670
73731,13502
73761,20718
73794,23755
73798,19671
73818,16092
73830,16091
73891,11060
73910,16991
73935,19817
73946,21441
73972,9839
74010,20552
74014,26712
74016,23645
74023,8881
74025,15493
74029,28485
74045,55154
74063,21256
74064,16273
74074,11060
74088,14242
74093,23393
74094,12007
74116,21616
74123,20875
74142,8881
74157,13941
74167,25487
74173,32005
74180,30252
74210,18203
74228,12644
74231,11060
74244,17070
74249,12334
74260,13778
74285,30909
74335,13664
74377,20962
74398,21432
74400,21943
74401,20869
74403,24341
74437,14512
74441,21387
74450,13775
74451,25660
74470,19472
74481,25463
74490,37367
74491,18833
74510,19983
74514,19074
74525,13797
74526,12326
74536,19432
74574,12108
74578,31330
74588,22492
74597,18385
74613,11102
74616,11711
74618,14232
74627,19604
74629,11443
74630,20916
74632,15740
74633,13655
74637,15601
74642,25715
74648,10624
74662,30008
74666,19475
74695,10248
74698,11060
74716,11102
74720,20037
74725,15481
74732,11060
74736,14609
74742,12184
74748,15720
74770,14887
74777,18863
74784,106704
74808,11447
74822,11186
74824,14165
74836,14568
74837,50112
74845,13053
74848,12739
74874,11060
74877,35421
74891,11894
74895,8881
74896,18208
74918,10228
74925,16895
74938,13999
74971,12967
74982,23990
74987,10647
74988,12407
75004,12300
75013,11090
75016,32503
75021,11066
75022,19755
75023,19848
75029,14886
75033,15620
75037,28059
75043,14329
75056,11716
75074,13842
75086,18861
75093,17869
75098,20188
75104,11421
75107,12545
75123,32828
75127,25383
75134,11113
75135,20974
75157,13164
75162,9884
75173,14618
75183,13291
75188,16409
75199,30004
75201,25063
75208,13354
75217,15762
75219,13390
75221,21185
75232,11060
75245,26227
75253,21267
75270,23697
75272,23382
75279,26591
75282,15357
75285,12784
75296,32022
75304,15287
75318,22633
75348,20989
75374,11008
75375,12595
75395,29900
75401,11060
75402,10642
75403,16036
75414,20469
75431,19042
75444,18707
75449,13345
75453,18921
75460,17916
75478,19348
75493,15792
75504,22378
75513,15901
75514,14248
75524,23579
75530,13863
75533,19285
75545,13314
75550,12389
75559,18367
75560,13835
75561,12294
75562,11401
75572,13408
75581,19742
75584,19735
75597,12551
75603,14018
75611,10411
75620,15960
75646,13938
75662,11953
75712,13423
75720,26209
75731,16843
75752,12796
75776,11894
75778,24516
75792,17667
75802,18115
75813,17463
75814,19667
75825,11822
75830,17603
75848,15144
75851,14744
75853,34679
75854,77249
75871,19814
75876,21928
75878,11060
75895,10701
75912,24001
75914,13577
75919,8881
75922,14692
75925,12105
75926,20410
75927,18150
75943,25722
75949,13318
75964,19766
75965,18903
75996,10598
76013,14513
76015,18786
76020,26211
76036,21389
76046,18911
76064,82699
76070,23567
76071,8881
76077,24134
76106,19725
76112,17505
76135,23669
76145,18228
76149,14865
76153,11060
76159,25265
76163,15554
76170,10685
76171,8881
76175,26136
76192,24853
76193,11060
76223,11859
76225,19893
76229,14684
76234,19178
76241,28663
76246,12185
76247,11060
76275,11002
76281,16225
76283,14611
76311,19331
76321,18357
76333,11762
76338,21419
76346,26843
76348,12877
76356,17166
76383,15897
76384,13131
76390,12391
76395,15316
76402,15783
76403,16382
76405,14820
76411,15491
76417,13970
76423,21230
76424,11060
76428,13421
76517,21707
76521,17894
76534,19915
76540,32155
76551,19909
76553,11060
76564,15034
76567,12827
76569,14375
76583,29168
76587,25988
76589,24764
76592,13517
76599,10930
76623,16028
76624,16106
76634,24371
76664,12735
76677,20489
76683,10623
76689,14571
76695,11060
76722,20944
76724,11060
76737,17195
76738,11258
76748,13780
76764,11060
76779,19787
76795,19583
76809,25523
76819,15466
76822,29778
76845,30909
76876,24784
76900,16015
76906,23465
76913,20913
76916,15614
76918,15162
76923,25755
76934,20051
76936,14677
76941,11436
76963,15273
76966,16750
76980,18134
76985,22706
76990,13126
76991,13938
76996,25455
77016,16081
77021,12612
77035,31985
77038,14058
77039,10484
77053,65021
77076,9851
77094,8881
77111,18207
77115,14910
77136,16871
77154,25862
77181,12743
77195,30947
77201,24217
77210,14843
77216,23568
77218,12642
77230,21508
77235,11894
77237,23938
77245,17860
77257,32495
77262,20590
77269,12146
77281,13836
77289,16612
77299,12943
77302,12109
77304,14319
77310,10882
77330,25225
77352,11223
77353,25792
77358,21926
77379,23672
77390,13471
77405,30713
77423,18742
77434,20226
77463,38507
77466,12579
77469,17631
77470,11786
77482,12945
77501,25456
77512,8881
77555,18170
77561,30062
77616,14340
77631,14203
77642,10719
77648,22731
77662,14235
77695,14828
77708,13154
77712,24389
77719,11009
77731,15927
77740,13847
77753,15361
77754,19798
77775,19789
77790,20447
77793,25146
77812,11422
77814,13370
77822,12015
77823,19977
77828,13801
77833,14529
77841,32719
77858,16646
77895,14060
77913,21034
77927,11060
77963,25739
77965,19980
77969,10682
77971,13806
77976,12117
77998,21286
78032,30962
78045,15324
78073,15782
78084,19670
78087,23420
78091,21098
78099,11060
78151,12068
78164,14083
78171,10311
78200,27821
78214,27495
78219,27092
78222,23665
78223,12552
78240,16513
78245,11928
78255,19261
78263,8881
78271,11548
78278,31193
78280,11060
78286,13578
78288,12002
78324,18590
78333,17696
78335,12913
78344,12485
78352,11060
78366,16083
78384,15692
78410,16812
78418,29262
78433,19984
78452,15763
78474,13239
78495,11671
78498,12666
78507,31147
78509,21083
78513,25960
78518,15350
78519,28854
78526,20269
78550,13768
78591,23590
78593,16330
78595,21886
78625,11603
78630,12746
78639,15881
78640,20715
78649,45244
78651,20570
78652,11623
78676,19393
78708,17901
78715,11060
78731,25546
78734,12106
78738,13268
78751,14398
78772,28847
78788,11038
78789,12992
78790,10569
78796,19242
78805,17788
78807,23908
78822,9604
78832,14520
78846,16048
78848,11060
78860,18991
78883,19203
78893,24844
78901,12937
78904,61741
78907,33654
78913,27520
78922,12291
78930,12430
78946,12806
78954,12727
78982,11676
78987,15485
78991,17716
78995,17376
79000,11234
79005,12727
79007,12195
79010,11798
79043,11111
79068,19721
79092,23753
79105,18121
79106,12531
79129,26130
79147,34416
79185,11072
79189,14610
79191,37345
79217,11060
79248,12600
79252,24946
79267,12201
79275,14874
79287,14475
79288,22215
79304,19612
79308,12368
79322,23961
79369,26186
79375,11580
79376,48466
79394,11060
79399,24184
79412,43232
79424,18774
79432,19657
79468,29334
79482,26185
79483,18174
79491,14409
79501,13083
79508,24748
79519,12447
79527,30791
79540,15382
79547,20789
79574,15614
79597,11060
79606,19631
79609,28717
79610,28343
79615,16397
79623,15248
79639,31128
79646,21391
79647,49024
79648,14254
79665,30668
79671,11582
79681,15458
79686,8881
79689,25925
79690,24581
79706,22062
79710,15907
79730,19104
79746,23727
79750,32182
79785,12860
79793,11164
79824,12172
79839,19473
79840,14631
79843,15912
79846,21080
79871,13146
79876,15815
79898,11060
79910,18857
79915,12595
79934,9404
79935,21213
79937,15781
79953,32006
79955,23965
79983,67667
79987,8881
79990,16747
79999,36826
80006,24525
80008,19371
80009,27915
80032,30831
80057,11674
80081,14471
80090,17311
80096,15887
80105,25795
80143,14242
80148,20078
80157,116920
80158,14493
80165,19238
80166,24771
80170,13561
80174,21017
80185,10070
80190,24226
80192,9616
80204,14748
80224,26069
80248,17866
80258,19119
80260,35561
80261,42066
80280,18802
80287,21346
80293,24434
80296,23005
80297,15999
80303,17456
80312,26068
80321,15385
80325,12214
80331,8881
80334,16246
80343,23700
80350,13450
80352,19838
80355,23846
80356,17163
80359,11471
80367,13694
80379,17950
80386,13268
80393,39104
80400,17171
80424,44284
80439,15251
80444,14364
80445,20647
80462,25779
80474,21282
80480,11060
80485,30516
80503,15744
80528,17410
80556,13911
80559,18159
80570,15565
80577,16593
80599,24984
80609,21271
80616,31613
80619,15301
80624,23513
80633,23018
80639,24375
80643,28769
80655,20694
80671,29895
80719,83495
80727,21485
80729,16902
80731,9406
80733,25155
80744,10941
80746,26490
80751,21793
80752,20343
80753,16233
80757,14115
80771,14383
80773,15394
80775,16506
80784,29081
80788,10075
80796,20832
80802,10603
80817,38951
80820,18050
80821,23961
80823,14730
80829,19923
80831,15145
80833,18293
80839,19846
80842,16562
80845,26021
80846,17287
80847,18204
80850,13769
80854,22318
80856,21226
80863,12655
80866,11060
80873,19437
80896,25733
80900,10036
80903,47634
80915,17928
80918,12776
80925,12232
80930,17144
80936,13444
80945,25256
80949,14137
80962,17082
80974,12111
80982,16908
80992,14152
80998,21176
80999,14105
81006,15182
81014,11340
81031,13825
81032,20441
81037,24175
81039,11233
81062,23823
81064,14980
81079,91000
81080,12509
81097,11060
81100,18237
81104,25583
81106,12732
81108,15362
81111,28459
81113,12232
81117,14172
81132,24298
81138,8881
81150,16135
81154,11060
81165,26148
81168,22257
81177,14739
81188,11677
81195,43453
81197,18160
81199,15019
81201,13077
81206,31578
81218,14621
81224,10630
81230,20863
81253,17026
81254,15186
81263,30900
81282,19534
81293,18803
81303,11060
81320,15767
81331,12705
81334,17738
81352,12569
81356,11242
81361,25121
81363,18417
81364,12873
81383,13597
81390,23470
81399,15288
81410,17886
81412,16302
81419,10768
81454,22267
81460,19631
81462,33259
81467,10764
81479,17278
81481,13924
81490,18066
81495,23458
81497,15851
81499,16006
81501,14389
81503,23515
81516,9331
81521,17746
81534,13345
81543,19479
81554,19723
81557,10333
81587,12903
81588,12991
81593,30540
81594,22186
81607,13748
81610,20332
81611,14373
81619,35515
81624,14254
81633,14094
81637,13692
81646,10148
81660,11640
81661,26960
81669,20649
81684,13861
81686,11894
81691,14505
81697,18417
81702,40769
81715,14799
81717,20451
81724,27210
81725,18718
81744,27133
81747,19566
81752,15887
81760,47226
81778,14791
81782,25244
81788,20716
81794,11060
81803,27737
81808,10709
81826,23945
81838,16784
81849,22558
81853,24105
81858,24492
81865,15414
81867,24995
81868,12013
81871,16614
81874,18266
81880,15290
81892,11745
81897,26715
81901,11060
81903,19331
81915,15357
81932,11894
81934,11060
81944,11539
81956,12601
81957,13100
81961,14798
81982,11490
81984,8881
81986,14124
81990,15254
82023,11490
82024,26087
82025,21004
82033,21449
82037,15001
82053,22268
82064,17679
82071,20555
82073,14897
82079,14174
82085,24821
82089,11060
82100,14631
82101,16777
82114,14070
82124,11953
82132,15232
82134,10886
82136,12378
82159,47746
82161,14631
82162,19954
82163,13145
82165,17888
82171,10541
82195,12608
82212,11581
82218,14959
82243,17108
82249,22164
82252,11060
82260,15042
82284,20792
82290,11925
82295,8881
82298,20422
82301,11773
82306,20785
82309,11296
82313,17141
82329,15670
82337,11060
82340,19434
82350,14703
82356,11894
82361,20918
82363,16900
82385,23615
82393,20812
82397,10688
82406,16800
82411,18538
82412,26604
82413,15079
82415,19362
82418,14750
82426,11568
82434,15270
82436,14916
82439,12716
82442,11518
82450,19466
82457,22139
82469,15946
82478,24940
82480,20162
82483,11060
82493,14752
82519,13793
82536,16329
82543,10695
82555,17888
82565,17482
82596,15392
82608,23203
82618,19476
82638,46602
82645,21131
82647,17686
82657,12597
82667,31529
82670,19289
82721,13945
82728,12306
82751,30379
82783,18445
82787,21421
82793,16273
82816,21361
82819,21326
82827,23733
82829,16672
82831,15644
82838,18568
82842,17711
82844,10938
82852,16795
82857,17048
82861,11060
82862,14272
82871,13436
82876,21445
82881,15573
82886,34642
82900,15163
82906,29866
82915,14904
82925,20194
82935,13709
82944,18079
82946,17461
82949,28544
82960,20093
82963,14361
82969,13945
82973,10347
82976,13716
82979,11471
82985,23051
82986,19925
82990,22486
82993,15038
82995,12107
83007,16570
83008,16761
83027,23980
83063,26225
83065,12672
83071,19326
83075,15454
83083,23665
83103,11438
