PRIMARY_KEY,WORKING_HOURS,EMPLOYER_CATEGORY,WAGES,JOB_DESCRIPTION,JOB_CATEGORY,CONTRACT_TYPE,JOB_DEP,Job_condition,activity_sector,Employee_count
79677,1623,"ct_9",29227,"543b","O","CDI","92","C","KZ","tr_6"
79688,1953,"ct_9",60722,"376a","O","CDI","75","C","KZ","tr_3"
79692,1521,"ct_9",21281,"461d","O","CDI","78","C","KZ","tr_1"
79694,1785,"ct_9",39219,"542a","O","CDI","92","C","MA","tr_6"
79707,1877,"ct_9",36707,"463c","O","CDI",NA,"C","GZ","tr_1"
79717,1820,"ct_2",21552,"421b","O","AUT","78","C","PZ","tr_1"
79720,1600,"ct_9",50197,"484b","O","CDI","78","C","CH","tr_6"
79721,1935,"ct_9",35560,"431f","O","CDI","92","C","QA","tr_6"
79722,1650,"ct_9",19293,"433d","O","CDI","28","C","GZ","tr_1"
79723,771,"ct_9",7941,"636d","O","CDI","78","P","IZ","tr_1"
79724,185,"ct_9",8349,"376g","O","CDD","75","C","NZ","tr_4"
79731,1913,"ct_9",41648,"388a","O","CDI","92","C","JC","tr_6"
79733,1392,"ct_9",13785,"676c","O","CDI","78","C","GZ","tr_1"
79735,1820,"ct_9",56457,"374d","O","CDI","75","C","MC","tr_6"
79739,786,"ct_9",16101,"353c","O","CDD","92","N","JA","tr_6"
79744,150,NA,1321,"681b","O","CDI","91","P","NZ","tr_3"
79749,1820,"ct_8",39115,"431a","O","CDI","78","C","QB","tr_1"
79751,606,"ct_9",26206,"377a","O","CDI","75","C","IZ","tr_2"
79753,145,NA,649,"564b","X","AUT","95","C","FZ",NA
79756,1775,"ct_9",18174,"551a","O","CDI","78","C","GZ","tr_4"
79758,1820,"ct_9",32129,"376b","O","CDI","78","C","KZ","tr_6"
79760,1624,"ct_9",34528,"388c","O","CDI","92","C","JA","tr_2"
79761,1827,"ct_9",32873,"473b","O","CDI","78","C","CI","tr_6"
79762,1919,"ct_9",26849,"462a","O","CDI","75","C","GZ","tr_0"
79764,1804,"ct_8",36096,"543b","O","CDI","92","C","QA","tr_4"
79771,233,"ct_9",2776,"554e","O","CDD","78","C","GZ","tr_1"
79774,798,"ct_2",8086,"333f","O","CDI","78","P","OZ","tr_6"
79780,1792,"ct_9",20758,"534a","O","CDI","78","C","NZ","tr_6"
79784,1820,"ct_9",33461,"473b","O","CDI","78","C","MA","tr_5"
79799,1209,"ct_9",10697,"653a","O","CDI","78","C","GZ","tr_1"
79806,1645,"ct_9",26336,"461d","O","CDI","78","C","GZ","tr_5"
79810,1615,"ct_9",57791,"373a","O","CDI","78","C","CL","tr_6"
79818,1820,"ct_9",55464,"372c","O","CDI","75","C","MA","tr_3"
79819,623,"ct_9",5438,"463e","A","APP","75","C","GZ","tr_4"
79826,123,NA,1017,"563c","O","CDI","78","C","TZ",NA
79838,2123,"ct_5",48731,"342g","O","CDI","91","C","MB","tr_6"
79842,1635,"ct_8",62838,"344b","O","CDI","78","P","QA","tr_5"
79850,1567,"ct_9",25565,"526b","O","CDI","75","C","QA","tr_0"
79853,700,"ct_9",27324,"377a","O","CDI","92","C","MA","tr_3"
79854,914,"ct_9",36985,"372a","O","CDI","75","C","MC","tr_0"
79856,1356,"ct_9",24146,"423b","O","CDI","75","P","PZ","tr_0"
79860,1705,"ct_9",36391,"462e","O","CDI","78","C","CI","tr_6"
79862,678,"ct_9",9101,"628g","O","CDI","78","C","NZ","tr_3"
79869,1546,"ct_8",20502,"487b","O","CDI","78","C","RZ","tr_3"
79875,472,"ct_9",5600,"561c","O","CDI","78","C","IZ","tr_2"
79877,1020,"ct_9",10202,"525d","O","CDI","78","P","QB","tr_4"
79878,1803,"ct_9",51306,"388a","O","CDI","91","C","JA","tr_2"
79879,1820,"ct_1",24910,"451e","O","CDI","78","C","RZ","tr_6"
79880,1653,"ct_9",36656,"375b","O","CDI","92","C","RZ","tr_6"
79885,1480,"ct_9",25715,"561b","O","CDI","75","C","NZ","tr_4"
79886,1820,"ct_9",86169,"387e","O","CDI","94","C","GZ","tr_6"
79889,1820,"ct_9",59451,"376c","O","CDI","78","C","KZ","tr_6"
79892,1750,"ct_8",33857,"434a","O","CDI","75","C","SZ","tr_3"
79902,1820,"ct_9",50598,"374b","O","CDI","78","C","MA","tr_3"
79908,1773,"ct_9",25886,"683a","O","CDI","95","C","GZ","tr_6"
79909,1792,"ct_9",52291,"383a","O","CDI","78","C","CI","tr_6"
79911,1820,"ct_9",51975,"373c","O","CDI","92","C","KZ","tr_6"
79919,1170,"ct_9",10675,"563b","O","CDI","78","P","QB","tr_1"
79928,1820,"ct_9",49378,"374b","O","CDI","75","C","KZ","tr_6"
79933,1223,"ct_9",26329,"477a","O","CDI","93","C","HZ","tr_6"
79941,971,"ct_9",23094,"477b","O","CDI","75","C","MA","tr_2"
79958,1820,"ct_8",49668,"461d","O","CDI","75","C","KZ","tr_6"
79964,1695,"ct_9",64378,"376a","O","CDI","78","C","GZ","tr_6"
79966,2504,"ct_8",23375,"526a","O","CDI","78","C","QB","tr_4"
79978,1909,"ct_9",19131,"468a","O","CDI","92","C","IZ","tr_3"
79984,309,"ct_9",3715,"624d","O","CDI","95","C","FZ","tr_2"
79989,1952,"ct_9",33606,"478b","O","CDI","95","C","CM","tr_6"
79991,1820,"ct_8",12479,"434f","O","CDI","78","C","QB","tr_4"
79994,1663,"ct_9",24574,"388a","O","CDI","78","C","MA","tr_6"
80000,1745,"ct_8",16100,"563b","O","CDI","78","C","QB","tr_2"
80001,2297,"ct_7",8301,"563a","O","CDI","78","N","QB","tr_1"
80004,1019,"ct_9",12025,"478c","O","TTP","75","C","NZ","tr_4"
80005,1815,"ct_9",18365,"451a","O","CDI","78","C","HZ","tr_6"
80010,1118,"ct_9",7167,"462b","O","CDI","77","C","IZ","tr_2"
80013,1356,"ct_9",28492,"461d","O","CDI","92","C","CA","tr_5"
80015,1508,"ct_9",22231,"543b","O","CDI","95","C","MA","tr_3"
80016,1701,"ct_9",44942,"383c","O","CDI","93","C","CJ","tr_5"
80019,1820,"ct_9",28705,"477a","O","CDI","92","C","GZ","tr_3"
80042,730,"ct_9",7945,"676c","O","CDI","78","P","GZ","tr_1"
80059,1633,"ct_9",16674,"652a","O","CDI","78","C","HZ","tr_4"
80072,1805,"ct_9",12425,"461d","A","APP","78","C","NZ","tr_1"
80077,1215,"ct_9",19293,"526a","O","CDI","78","C","QB","tr_4"
80078,157,"ct_9",1496,"636d","O","CDI","78","C","IZ","tr_2"
80079,1728,"ct_9",23928,"655a","O","CDI","78","C","HZ","tr_5"
80085,1847,"ct_9",31073,"467a","O","CDI","78","C","KZ","tr_5"
80087,1906,"ct_9",64688,"384a","O","CDI","92","C","CL","tr_6"
80088,1178,"ct_9",18275,"488b","O","CDI","92","C","IZ","tr_3"
80091,1820,"ct_9",15737,"684b","O","CDI","06","C","EZ","tr_6"
80094,304,"ct_9",2321,"642a","O","CDI","95","C","HZ","tr_1"
80097,2152,"ct_8",52693,"431d","O","CDI","92","C","QA","tr_6"
80098,1701,"ct_9",12981,"561d","O","CDI","92","C","IZ","tr_3"
80101,1662,"ct_9",26893,"461f","O","CDI","92","C","NZ","tr_5"
80106,1673,"ct_6",15906,"554a","O","CDI","78","C","CA","tr_1"
80108,1259,"ct_9",13999,"636d","O","CDI","78","C","IZ","tr_3"
80109,1826,"ct_9",18040,"643a","O","CDI","78","C","NZ","tr_5"
80110,1774,"ct_9",39391,"373b","O","CDI","92","C","JC","tr_6"
80111,1427,"ct_8",19895,"341a","O","CDI","92","P","PZ","tr_3"
80113,1949,"ct_9",16389,"684a","O","CDI","92","C","CA","tr_1"
80120,1872,"ct_9",56665,"473b","O","CDI","92","C","CL","tr_6"
80134,1655,"ct_9",23903,"636d","O","CDI","78","C","IZ","tr_1"
80136,712,"ct_9",9665,"422c","O","CDI","92","P","PZ","tr_3"
80137,765,"ct_9",6886,"621a","O","CDI","91","C","FZ","tr_3"
80138,1757,"ct_9",52166,"376e","O","CDI","75","C","KZ","tr_1"
80139,936,"ct_2",8704,"524c","O","CDD","78","P","OZ","tr_6"
80153,1862,"ct_8",17952,"434e","O","CDI","78","C","QB","tr_1"
80155,1859,"ct_9",24428,"542a","O","CDI","92","C","MC","tr_4"
80162,1820,"ct_9",53996,"333c","O","CDI","92","C","HZ","tr_4"
80169,1197,"ct_9",17224,"525d","O","CDI","92","C","QB","tr_4"
80176,1820,"ct_9",22843,"461d","O","CDI","78","C","GZ","tr_3"
80191,1274,"ct_9",57635,"388c","O","CDI","92","P","KZ","tr_6"
80193,1820,"ct_9",34590,"467a","O","CDI","78","C","KZ","tr_6"
80195,1784,"ct_9",37285,"376b","O","CDI","75","C","KZ","tr_6"
80200,1792,"ct_9",53399,"382a","O","CDI","92","C","KZ","tr_5"
80203,1256,"ct_9",14739,"374d","O","CDI","92","C","JA","tr_6"
80206,1690,"ct_9",20490,"461b","O","CDI","78","C","GZ","tr_1"
80207,1820,"ct_9",33936,"374b","O","CDI","78","C","GZ","tr_6"
80210,1820,"ct_8",30950,"373d","O","CDI","78","C","QB","tr_4"
80215,909,"ct_9",10340,"684b","O","CDI","75","C","FZ","tr_3"
80217,1834,"ct_9",27617,"388a","O","CDI","92","C","JC","tr_6"
80222,1778,"ct_9",55176,"372e","O","CDI","78","C","MC","tr_6"
80225,1771,"ct_9",31858,"461f","O","CDI","75","C","JB","tr_6"
80227,135,"ct_2",1137,"525a","O","CDI","78","P","OZ","tr_4"
80241,1851,"ct_6",41192,"461e","O","CDI","78","C","MA","tr_1"
80244,1151,"ct_9",48080,"387f","O","CDI","75","C","NZ","tr_4"
80245,1813,"ct_9",29437,"534a","O","CDI","78","C","NZ","tr_5"
80246,1729,"ct_9",29167,"546a","O","CDI","75","C","HZ","tr_6"
80251,1939,"ct_9",50321,"388c","O","CDI","92","C","JC","tr_3"
80252,1203,"ct_9",16401,"521a","O","CDI","78","C","HZ","tr_6"
80253,1820,"ct_9",56123,"388a","O","CDI","92","C","JC","tr_4"
80259,1806,"ct_9",53762,"375b","O","CDI","78","C","DZ","tr_6"
80262,759,"ct_8",11867,"526b","O","CDI","75","C","QA","tr_4"
80270,1723,"ct_9",52446,"478a","O","CDI","78","C","JA","tr_6"
80272,1607,"ct_8",17104,"542a","O","CDI","75","P","SZ","tr_1"
80284,1820,"ct_8",15214,"525d","O","CDI","78","C","QB","tr_4"
80295,1731,"ct_8",19934,"526d","O","CDI","78","C","QB","tr_4"
80301,566,"ct_9",11940,"468a","O","CDI","75","C","IZ","tr_1"
80302,417,NA,5650,"421b","O","CDI","78","C","PZ",NA
80306,1704,"ct_9",12484,"461b","X","AUT","92","C","KZ","tr_6"
80307,678,"ct_9",7805,"561c","O","CDI","78","C","IZ","tr_1"
80322,1778,"ct_9",38714,"467a","O","CDI","92","C","KZ","tr_6"
80323,1804,"ct_9",16079,"526a","O","CDI","78","C","QB","tr_4"
80330,233,"ct_9",2148,"632f","O","CDI","78","C","FZ","tr_2"
80332,1757,"ct_9",38450,"374c","O","CDI","75","C","HZ","tr_4"
80333,1820,"ct_9",50034,"383a","O","CDI","91","C","CI","tr_6"
80339,749,"ct_9",11769,"632a","O","TTP","75","C","NZ","tr_1"
80342,1605,"ct_9",20064,"681a","O","CDI","78","C","FZ","tr_1"
80345,983,"ct_9",12597,"534a","O","CDI","75","C","NZ","tr_6"
80353,1806,"ct_9",16099,"542a","O","CDI","78","C","NZ","tr_1"
80360,1822,"ct_9",24913,"451a","O","CDI","78","C","HZ","tr_3"
80362,1820,"ct_9",25663,"467c","O","CDI","94","C","KZ","tr_4"
80365,910,"ct_8",22050,"461e","O","CDD","78","C","KZ","tr_6"
80369,1222,"ct_9",24411,"462e","O","CDD","92","C","GZ","tr_6"
80383,1656,"ct_9",45076,"387a","O","CDI","78","C","CL","tr_6"
80394,675,"ct_8",6307,"526d","O","CDI","75","P","QB","tr_3"
80398,1821,"ct_9",33427,"387a","O","CDI","93","C","HZ","tr_6"
80407,1434,"ct_9",29327,"461d","O","CDI","78","C","FZ","tr_6"
80409,1820,"ct_9",17145,"543h","O","CDI","78","C","PZ","tr_5"
80411,960,"ct_9",10258,"543b","O","CDI","78","C","NZ","tr_1"
80416,422,"ct_9",7104,"681b","O","CDI","75","C","FZ","tr_3"
80420,1820,"ct_9",43111,"388b","O","CDI","78","C","MA","tr_4"
80441,1728,"ct_1",46886,"523b","O","CDI","93","C","OZ","tr_6"
80443,1028,NA,13122,"563c","O","CDI","78","C","TZ",NA
80454,1773,"ct_8",22657,"525d","O","CDI","78","C","QA","tr_6"
80455,1413,"ct_9",14680,"551a","O","CDI","75","C","GZ","tr_4"
80456,1820,"ct_8",28691,"564b","O","CDI","78","C","SZ","tr_2"
80458,910,"ct_2",9154,"524c","O","CDI","78","P","OZ","tr_6"
80459,161,"ct_9",4861,"388d","O","CDI","92","C","JC","tr_6"
80461,1905,"ct_9",24427,"526a","O","CDI","92","C","QA","tr_6"
80465,3000,"ct_7",13336,"563a","O","CDI","78","N","QB","tr_1"
80469,1968,"ct_5",26170,"534a","O","CDI","92","C","HZ","tr_6"
80476,1821,"ct_9",47503,"333c","O","CDI","78","C","HZ","tr_5"
80479,879,"ct_8",30005,"311d","O","CDI","78","C","QA","tr_6"
80481,1825,"ct_5",22313,"534a","O","CDI","92","C","HZ","tr_6"
80482,1820,"ct_9",22301,"543g","O","CDI","78","C","PZ","tr_2"
80491,1781,"ct_9",25306,"634a","O","CDI","78","N","GZ","tr_1"
80499,910,"ct_8",14483,"421b","O","CDI","78","P","PZ","tr_3"
80500,1939,"ct_9",21635,"674a","O","CDI","78","C","CG","tr_3"
80508,1779,"ct_9",32308,"545c","O","CDI","93","C","KZ","tr_6"
80510,1598,"ct_9",50211,"463e","O","CDI","78","C","GZ","tr_4"
80513,912,"ct_9",13360,"386b","O","CDI","75","P","NZ","tr_4"
80517,1820,"ct_9",38862,"486d","O","CDI","78","C","GZ","tr_5"
80519,1421,"ct_8",23453,"423b","O","CDI","78","P","PZ","tr_3"
80520,1643,"ct_9",23940,"623f","O","CDI","92","C","CG","tr_6"
80522,1744,"ct_9",31632,"481a","O","CDI","78","C","FZ","tr_1"
80529,1839,"ct_9",26475,"526b","O","CDI","78","C","QA","tr_1"
80537,2219,"ct_9",55558,"373b","O","CDI","78","C","KZ","tr_3"
80538,1820,"ct_9",33279,"373d","O","CDI","78","C","MA","tr_5"
80544,1891,"ct_8",23334,"526d","O","CDI","75","C","QB","tr_4"
80545,1349,"ct_9",10553,"526c","O","CDI","92","C","QB","tr_1"
80552,1264,"ct_9",13156,"526c","O","CDI","78","P","QB","tr_1"
80560,1820,"ct_9",50533,"388a","O","CDI","92","C","KZ","tr_6"
80566,1820,"ct_9",56787,"388c","O","CDI","92","C","JC","tr_2"
80567,1820,"ct_9",52471,"374d","O","CDI","92","C","MC","tr_4"
80568,1953,"ct_5",34201,"466c","O","CDI","75","C","HZ","tr_6"
80575,1820,"ct_8",26030,"432d","O","CDI","78","C","QA","tr_5"
80581,684,"ct_9",8584,"543b","O","CDD","78","P","GZ","tr_1"
80582,385,"ct_8",12123,"526a","O","CDI","78","C","QA","tr_6"
80588,2028,"ct_9",25397,"682a","O","CDI","78","C","GZ","tr_1"
80592,607,"ct_9",5266,"467a","A","APP","78","C","KZ","tr_1"
80595,1995,"ct_8",27277,"543b","O","CDI","92","C","QB","tr_5"
80596,1785,"ct_9",22241,"465a","O","CDI","92","C","JA","tr_1"
80605,2206,"ct_8",39598,"435b","O","CDI","75","C","QB","tr_4"
80608,1820,"ct_9",50779,"373c","O","CDI","75","C","NZ","tr_6"
80610,1632,"ct_9",19531,"546a","O","CDI","91","C","HZ","tr_4"
80611,1804,"ct_2",6556,"524b","A","APP","78","C","OZ","tr_6"
80612,2044,"ct_8",30447,"388b","O","CDI","78","C","OZ","tr_6"
80614,1488,"ct_9",28237,"384a","O","CDI","78","C","MA","tr_6"
80622,1485,"ct_9",28228,"465b","O","CDI","92","P","JA","tr_6"
80626,1628,"ct_9",16433,"554g","O","CDI","78","C","GZ","tr_3"
80627,3000,"ct_7",16776,"563a","O","CDI","78","N","QB","tr_1"
80631,1274,"ct_8",14607,"526a","O","CDI","92","P","QA","tr_6"
80636,1820,"ct_8",26873,"421b","O","CDI","78","C","PZ","tr_3"
80637,1664,"ct_9",57981,"344b","O","CDI","78","P","QB","tr_4"
80651,353,"ct_8",11424,"542a","O","CDI","78","C","QB","tr_1"
80662,1306,"ct_9",22880,"462c","O","CDI","78","C","EZ","tr_2"
80670,669,"ct_9",8406,"653a","O","CDI","78","C","GZ","tr_0"
80672,1814,"ct_9",24450,"543g","O","CDI","78","C","QA","tr_5"
80675,181,"ct_9",2778,"388a","O","CDD","92","C","MA","tr_6"
80679,3000,"ct_1",53876,"342b","O","AUT","75","C","PZ","tr_6"
80680,1200,"ct_9",14959,"472c","O","CDI","78","P","FZ","tr_1"
80681,2245,"ct_9",27154,"526a","O","CDI","78","C","QB","tr_4"
80684,168,NA,1859,"523c","O","CDI","78","C","OZ",NA
80689,1670,"ct_9",50257,"372c","O","CDI","78","C","CL","tr_6"
80693,1820,"ct_9",67154,"373b","O","CDI","75","C","MA","tr_6"
80695,1799,"ct_9",45718,"373b","O","CDI","92","C","EZ","tr_6"
80696,1742,"ct_9",55206,"384b","O","CDI","28","C","CH","tr_4"
80704,613,"ct_9",6085,"561d","O","CDI","92","P","IZ","tr_4"
80708,700,"ct_8",57458,"311c","O","CDI","95","P","SZ","tr_3"
80730,258,"ct_8",2580,"525d","O","CDI","79","P","QB","tr_3"
80736,1884,"ct_8",21281,"423b","O","CDI","86","C","PZ","tr_4"
80745,1912,"ct_9",20877,"625d","O","CDI","79","C","CA","tr_6"
80754,1313,"ct_9",14239,"475b","O","CDI","79","C","CG","tr_3"
80760,1820,"ct_9",62624,"372b","O","CDI","79","C","KZ","tr_6"
80765,1479,"ct_9",19572,"637d","O","CDI","17","C","CM","tr_4"
80774,1774,"ct_9",23470,"542a","O","CDI","79","C","QA","tr_3"
80789,1820,"ct_9",47974,"372d","O","CDI","79","C","FZ","tr_3"
80792,1661,"ct_9",21234,"525d","O","CDI","79","C","QB","tr_4"
80798,1182,"ct_1",12037,"524b","O","CDI","86","P","OZ","tr_4"
80810,2200,"ct_6",17814,"534a","O","CDI","79","C","NZ","tr_4"
80813,1576,"ct_9",17767,"634a","O","CDI","79","C","GZ","tr_2"
80822,1820,"ct_8",24711,"431f","O","CDI","79","P","QB","tr_4"
80834,1820,"ct_9",18183,"674b","O","CDI","79","C","CA","tr_6"
80853,1346,"ct_9",23793,"467a","O","CDI","86","P","KZ","tr_6"
80857,1820,"ct_9",39013,"466c","O","CDI","79","C","NZ","tr_1"
80867,1798,"ct_8",29122,"433b","O","CDI","79","C","GZ","tr_4"
80868,179,NA,1754,"676c","O","CDI","79","N","NZ","tr_1"
80878,1372,"ct_8",6001,"676e","O","AUT","79","P","QB","tr_5"
80883,1807,"ct_9",24430,"461d","O","CDI","79","C","GZ","tr_3"
80886,2019,"ct_9",18467,"641a","O","CDI","79","C","HZ","tr_3"
80890,1834,"ct_9",26464,"461d","O","CDI","79","C","NZ","tr_6"
80894,1572,"ct_9",16277,"634c","O","CDI","79","C","GZ","tr_4"
80902,807,"ct_9",8807,"554e","O","CDI","79","P","GZ","tr_0"
80926,1792,"ct_9",19764,"652a","O","CDI","79","C","CM","tr_3"
80931,1087,"ct_9",25232,"467c","O","CDI","79","P","KZ","tr_6"
80933,1812,"ct_2",23596,"525a","O","AUT","79","C","OZ","tr_6"
80934,1906,"ct_9",37928,"384a","O","CDI","79","N","CL","tr_5"
80935,896,"ct_9",8434,"632d","O","CDI","79","C","FZ","tr_1"
80942,1610,"ct_9",20520,"468a","O","CDI","79","C","IZ","tr_4"
80944,889,"ct_9",5327,"554e","O","CDI","49","P","GZ","tr_1"
80954,1940,"ct_9",21441,"526e","O","CDI","79","C","QA","tr_3"
80957,1093,"ct_9",11760,"676a","O","TTP","79","N","NZ","tr_1"
80958,1820,"ct_9",17564,"684a","O","CDI","79","C","GZ","tr_1"
80978,1821,"ct_9",26159,"483a","O","CDI","79","C","CH","tr_4"
80986,1911,"ct_9",16563,"552a","O","CDI","79","C","GZ","tr_5"
80993,1794,"ct_9",22002,"641b","O","CDI","79","C","HZ","tr_5"
80994,964,"ct_8",9694,"526a","X","AUT","79","P","QB","tr_5"
81013,1797,"ct_9",20417,"461b","O","CDI","79","C","CA","tr_6"
81017,624,"ct_3",4977,"526a","O","CDD","79","P","QA","tr_6"
81024,1796,"ct_9",18874,"525d","O","CDI","79","C","QA","tr_3"
81025,1923,"ct_6",35918,"344d","O","CDI","79","C","GZ","tr_1"
81027,1840,"ct_4",17294,"477c","O","CDI","79","C","SZ","tr_4"
81035,1610,"ct_9",20302,"468a","O","CDI","79","C","IZ","tr_4"
81045,1048,"ct_9",8059,"563b","O","CDI","86","P","QB","tr_3"
81046,1603,"ct_8",15588,"525d","O","CDI","79","C","QB","tr_5"
81058,1591,"ct_9",14956,"632a","O","CDI","79","C","FZ","tr_1"
81068,1790,"ct_9",18878,"625c","O","CDI","79","C","CG","tr_3"
81074,623,NA,6599,"563c","O","CDI","79","C","TZ",NA
81076,1820,"ct_8",24804,"341a","O","CDI","79","C","PZ","tr_3"
81078,1128,"ct_9",8553,"551a","O","CDI","79","P","GZ","tr_1"
81089,1820,"ct_8",24608,"341a","O","CDI","79","C","PZ","tr_5"
81093,2496,"ct_9",30343,"632a","O","CDI","79","C","FZ","tr_1"
81098,1287,"ct_9",11558,"676c","O","CDI","79","C","GZ","tr_2"
81102,1933,"ct_9",35631,"431f","O","CDI","79","C","QA","tr_6"
81110,1953,"ct_9",18931,"551a","O","CDI","79","C","GZ","tr_2"
81115,2001,"ct_9",20187,"465a","O","CDI","79","C","JA","tr_2"
81122,3000,"ct_7",15271,"563a","O","CDI","79","N","QB","tr_1"
81123,1106,"ct_9",10239,"561c","O","CDI","17","C","IZ","tr_2"
81142,1744,"ct_9",22261,"543f","O","CDI","79","P","GZ","tr_2"
81152,1744,"ct_8",13287,"435b","O","CDI","79","C","QB","tr_5"
81157,1260,"ct_9",21821,"636d","O","CDI","79","C","IZ","tr_2"
81158,1722,"ct_9",14859,"543b","O","CDI","79","C","CA","tr_5"
81164,485,"ct_9",4822,"676e","O","TTP","79","C","NZ","tr_1"
81167,3000,"ct_7",21116,"563a","O","CDI","79","N","QB","tr_1"
81172,1316,"ct_9",12710,"554e","O","CDI","79","C","GZ","tr_1"
81173,1523,"ct_9",13113,"526e","O","CDI","79","P","QA","tr_3"
81175,1820,"ct_3",19938,"525d","O","CDI","79","C","QA","tr_6"
81202,2005,"ct_8",33676,"372a","O","CDI","86","C","OZ","tr_4"
81207,1766,"ct_9",18670,"526e","O","CDI","79","C","QA","tr_1"
81214,1771,"ct_9",66102,"374d","O","CDI","85","C","KZ","tr_2"
81227,1600,"ct_9",17430,"628g","O","CDI","85","C","CH","tr_5"
81232,1820,"ct_1",32068,"422a","O","CDI","86","C","OZ","tr_6"
81250,2077,"ct_9",22698,"526e","O","CDI","79","C","QA","tr_2"
81251,1586,"ct_8",12760,"526c","O","CDI","79","P","QB","tr_1"
81255,2742,"ct_7",9118,"563a","O","CDI","79","N","QB","tr_1"
81257,1814,"ct_1",34427,"423b","O","CDI","49","C","PZ","tr_5"
81260,1419,"ct_9",12344,"554e","O","CDI","79","C","GZ","tr_1"
81261,1652,"ct_9",14234,"561f","O","CDD","79","C","IZ","tr_1"
81265,1820,"ct_9",37713,"376e","O","CDI","79","C","NZ","tr_6"
81267,1820,"ct_6",19715,"633a","O","CDI","79","C","FZ","tr_1"
81268,1824,"ct_9",21853,"554b","O","CDI","79","C","GZ","tr_3"
81278,1561,"ct_9",15589,"561d","O","CDI","79","C","IZ","tr_2"
81280,2028,"ct_8",24517,"543g","O","CDI","80","C","NZ","tr_1"
81289,1613,"ct_9",19638,"374a","O","CDI","60","C","GZ","tr_3"
81294,1820,"ct_8",25100,"424a","O","CDI","80","C","QB","tr_4"
81308,2053,"ct_3",25436,"431f","O","CDD","80","C","QA","tr_6"
81316,1771,"ct_8",19122,"563b","O","CDI","80","P","QB","tr_5"
81318,1832,"ct_9",45659,"625c","O","CDI","80","C","CE","tr_5"
81319,1602,"ct_9",14132,"561d","O","CDI","80","C","IZ","tr_4"
81326,2107,"ct_2",50113,"333f","O","CDI","62","C","OZ","tr_6"
81327,1653,"ct_9",28507,"472c","O","CDI","92","C","FZ","tr_6"
81328,1352,"ct_9",10209,"344d","X","CDI","80","P","GZ","tr_1"
81332,1274,"ct_9",15195,"628g","O","CDI","80","C","CC","tr_3"
81355,1139,"ct_9",14386,"641a","O","CDI","80","C","HZ","tr_4"
81359,2039,"ct_9",27391,"622a","O","CDI","80","C","CJ","tr_6"
81369,2179,"ct_9",24976,"484b","O","CDI","80","C","GZ","tr_5"
81393,1659,"ct_9",38786,"481a","O","CDI","92","C","FZ","tr_2"
81429,1127,"ct_8",13386,"525d","O","CDI","80","P","QB","tr_3"
81431,2036,"ct_8",19761,"545d","O","CDI","80","C","OZ","tr_6"
81433,455,"ct_9",7443,"681a","O","CDI","80","C","FZ","tr_0"
81444,1820,"ct_1",17888,"342h","O","CDD","80","C","MB","tr_4"
81447,1722,"ct_9",16192,"631a","O","CDI","80","C","NZ","tr_1"
81465,159,NA,1886,"561c","O","AUT","80","C","IZ",NA
81472,1820,"ct_8",33574,"341a","O","CDI","80","C","PZ","tr_3"
81474,446,"ct_9",4851,"561c","O","CDI","80","C","IZ","tr_3"
81486,1624,"ct_9",19467,"673c","O","CDI","80","C","CH","tr_4"
81496,1859,"ct_9",18704,"685a","O","CDI","80","C","CB","tr_1"
81508,1820,"ct_9",28663,"461f","O","CDI","80","C","KZ","tr_6"
81515,1447,"ct_9",13616,"526b","O","CDI","60","C","MC","tr_1"
81518,2028,"ct_9",17270,"684a","O","CDI","80","C","NZ","tr_2"
81525,1528,"ct_9",21079,"543b","O","CDI","80","C","MA","tr_3"
81536,1822,"ct_9",16622,"643a","O","CDI","80","C","HZ","tr_3"
81541,1813,"ct_9",17573,"555a","O","CDI","80","C","NZ","tr_5"
81546,1757,"ct_9",30123,"481b","O","CDI","80","C","FZ","tr_3"
81550,1819,"ct_3",23127,"344c","O","AUT","80","C","QA","tr_6"
81553,1820,"ct_8",19130,"525d","O","CDI","80","C","QB","tr_3"
81558,1384,"ct_8",17285,"431f","O","CDI","80","P","PZ","tr_4"
81567,1227,"ct_8",6647,"636d","O","AUT","80","P","QB","tr_3"
81569,1521,"ct_8",13564,"676c","X","AUT","80","P","NZ","tr_5"
81595,1820,"ct_9",19727,"681a","O","CDI","80","C","FZ","tr_3"
81597,1711,"ct_9",20332,"543b","O","CDI","80","C","GZ","tr_3"
81599,1708,"ct_9",15453,"684a","O","CDI","80","C","NZ","tr_5"
81600,1109,"ct_9",22376,"542a","O","CDI","80","P","MA","tr_3"
81601,1600,"ct_9",58272,"374d","O","CDI","80","C","GZ","tr_3"
81603,1583,"ct_9",24653,"431f","O","CDI","75","C","QA","tr_5"
81606,1702,"ct_9",32874,"534a","O","CDI","80","P","GZ","tr_3"
81613,1820,"ct_3",19979,"525d","O","CDI","80","C","QA","tr_6"
81615,1001,"ct_9",10598,"632a","O","CDI","80","C","FZ","tr_5"
81620,1969,"ct_9",14843,"554a","O","CDI","80","C","CA","tr_2"
81623,1716,"ct_9",15486,"555a","O","CDD","80","C","NZ","tr_6"
81629,1819,"ct_3",23124,"431f","O","CDI","80","C","QB","tr_3"
81639,877,"ct_9",8953,"526a","O","CDI","80","C","QB","tr_4"
81643,1285,"ct_9",10062,"526c","O","CDI","80","P","QB","tr_1"
