PRIMARY_KEY,club
62896,"fede-125"
62897,"fede-132"
62899,"fede-105"
62916,"fede-221"
62925,"fede-115"
62941,"fede-123"
62955,"fede-108"
62958,"fede-111"
62975,"fede-113"
62985,"fede-403"
62989,"fede-403"
62998,"fede-403"
63012,"fede-206"
63074,"fede-111"
63082,"fede-402"
63095,"fede-125"
63113,"fede-117"
63144,"fede-420"
63147,"fede-210"
63150,"fede-111"
63164,"fede-111"
63171,"fede-111"
63185,"fede-134"
63242,"fede-402"
63252,"fede-218"
63296,"fede-410"
63304,"fede-410"
63318,"fede-105"
63327,"fede-111"
63332,"fede-403"
63343,"fede-111"
63363,"fede-111"
63373,"fede-403"
63377,"fede-111"
63440,"fede-111"
63450,"fede-111"
63451,"fede-134"
63480,"fede-111"
63486,"fede-601"
63489,"fede-111"
63505,"fede-413"
63519,"fede-107"
63530,"fede-105"
63547,"fede-133"
63560,"fede-109"
63595,"fede-403"
63607,"fede-123"
63608,"fede-111"
63617,"fede-111"
63625,"fede-132"
63657,"fede-604"
63659,"fede-111"
63672,"fede-111"
63707,"fede-123"
63710,"fede-111"
63714,"fede-420"
63819,"fede-105"
63836,"fede-402"
63837,"fede-212"
63842,"fede-402"
63848,"fede-132"
63854,"fede-210"
63885,"fede-111"
63888,"fede-124"
63903,"fede-410"
63921,"fede-132"
63924,"fede-132"
63928,"fede-112"
63955,"fede-402"
63962,"fede-245"
63984,"fede-103"
64000,"fede-113"
64043,"fede-132"
64059,"fede-123"
64071,"fede-109"
64104,"fede-117"
64105,"fede-256"
64122,"fede-134"
64125,"fede-132"
64142,"fede-101"
64162,"fede-132"
64189,"fede-101"
64195,"fede-604"
64215,"fede-111"
64236,"fede-117"
64246,"fede-111"
64252,"fede-209"
64256,"fede-123"
64265,"fede-111"
64287,"fede-105"
64298,"fede-105"
64301,"fede-413"
64364,"fede-105"
64379,"fede-109"
64438,"fede-125"
64452,"fede-111"
64457,"fede-111"
64458,"fede-402"
64484,"fede-111"
64490,"fede-132"
64498,"fede-111"
64523,"fede-111"
64525,"fede-133"
64568,"fede-101"
64572,"fede-123"
64573,"fede-605"
64577,"fede-125"
64579,"fede-410"
64605,"fede-133"
64624,"fede-107"
64627,"fede-129"
64642,"fede-132"
64643,"fede-133"
64657,"fede-211"
64695,"fede-402"
64730,"fede-125"
64739,"fede-413"
64742,"fede-111"
64751,"fede-113"
64770,"fede-123"
64781,"fede-101"
64787,"fede-111"
64808,"fede-133"
64809,"fede-115"
64831,"fede-402"
64837,"fede-221"
64853,"fede-111"
64858,"fede-125"
64862,"fede-132"
64867,"fede-402"
64873,"fede-112"
64879,"fede-109"
64913,"fede-107"
64915,"fede-404"
64937,"fede-132"
64953,"fede-123"
64973,"fede-109"
65025,"fede-413"
65030,"fede-135"
65033,"fede-605"
65036,"fede-123"
65055,"fede-128"
65080,"fede-410"
65082,"fede-111"
65087,"fede-402"
65165,"fede-117"
65167,"fede-401"
65179,"fede-117"
65186,"fede-105"
65196,"fede-410"
65207,"fede-133"
65227,"fede-105"
65228,"fede-124"
65251,"fede-211"
65252,"fede-211"
65255,"fede-605"
65261,"fede-410"
65263,"fede-402"
65292,"fede-413"
65304,"fede-125"
65311,"fede-132"
65326,"fede-129"
65332,"fede-603"
65355,"fede-218"
65365,"fede-407"
65393,"fede-401"
65397,"fede-205"
65427,"fede-602"
65434,"fede-402"
65439,"fede-245"
65442,"fede-601"
65457,"fede-111"
65460,"fede-102"
65466,"fede-242"
65484,"fede-604"
65499,"fede-113"
65505,"fede-103"
65519,"fede-111"
65538,"fede-401"
65544,"fede-101"
65545,"fede-105"
65553,"fede-119"
65562,"fede-266"
65574,"fede-245"
65586,"fede-129"
65608,"fede-123"
65658,"fede-242"
65722,"fede-105"
65724,"fede-242"
65727,"fede-123"
65745,"fede-602"
65757,"fede-413"
65831,"fede-122"
65849,"fede-113"
65866,"fede-410"
65883,"fede-133"
65913,"fede-601"
65932,"fede-111"
65938,"fede-245"
65958,"fede-111"
65973,"fede-119"
65981,"fede-605"
65995,"fede-111"
66007,"fede-111"
66031,"fede-111"
66038,"fede-132"
66045,"fede-402"
66055,"fede-221"
66073,"fede-111"
66102,"fede-111"
66105,"fede-410"
66111,"fede-123"
66116,"fede-119"
66117,"fede-604"
66133,"fede-125"
66140,"fede-410"
66169,"fede-126"
66172,"fede-413"
66176,"fede-402"
66178,"fede-134"
66180,"fede-108"
66185,"fede-602"
66192,"fede-111"
66193,"fede-602"
66211,"fede-133"
66213,"fede-136"
66256,"fede-413"
66280,"fede-124"
66286,"fede-119"
66306,"fede-135"
66325,"fede-401"
66344,"fede-602"
66353,"fede-117"
66358,"fede-117"
66391,"fede-123"
66396,"fede-257"
66431,"fede-101"
66449,"fede-109"
66495,"fede-133"
66511,"fede-211"
66519,"fede-126"
66525,"fede-404"
66546,"fede-133"
66559,"fede-109"
66569,"fede-202"
66575,"fede-221"
66583,"fede-605"
66594,"fede-128"
66603,"fede-128"
66608,"fede-601"
66616,"fede-105"
66619,"fede-124"
66638,"fede-134"
66647,"fede-119"
66651,"fede-119"
66659,"fede-261"
66684,"fede-111"
66698,"fede-123"
66701,"fede-125"
66714,"fede-132"
66738,"fede-133"
66739,"fede-132"
66768,"fede-132"
66772,"fede-401"
66798,"fede-410"
66819,"fede-604"
66853,"fede-402"
66874,"fede-602"
66876,"fede-123"
66887,"fede-111"
66892,"fede-107"
66925,"fede-402"
66927,"fede-123"
66930,"fede-134"
66946,"fede-111"
66952,"fede-105"
66953,"fede-115"
66983,"fede-402"
67049,"fede-123"
67077,"fede-125"
67112,"fede-221"
67127,"fede-111"
67159,"fede-124"
67180,"fede-109"
67182,"fede-115"
67184,"fede-109"
67225,"fede-126"
67255,"fede-111"
67256,"fede-402"
67261,"fede-111"
67275,"fede-133"
67293,"fede-604"
67305,"fede-101"
67314,"fede-109"
67316,"fede-220"
67331,"fede-101"
67332,"fede-127"
67333,"fede-132"
67358,"fede-211"
67376,"fede-133"
67381,"fede-404"
67394,"fede-219"
67404,"fede-109"
67425,"fede-111"
67444,"fede-604"
67492,"fede-133"
67519,"fede-250"
67538,"fede-242"
67558,"fede-105"
67592,"fede-138"
67607,"fede-404"
67636,"fede-233"
67640,"fede-109"
67651,"fede-134"
67671,"fede-111"
67676,"fede-111"
67692,"fede-111"
67719,"fede-109"
67733,"fede-111"
67760,"fede-111"
67773,"fede-221"
67781,"fede-109"
67822,"fede-242"
67837,"fede-604"
67846,"fede-123"
67866,"fede-119"
67871,"fede-108"
67880,"fede-402"
67892,"fede-109"
67895,"fede-404"
67901,"fede-119"
67908,"fede-402"
67913,"fede-211"
67922,"fede-601"
67946,"fede-219"
67960,"fede-111"
67989,"fede-404"
67998,"fede-245"
68011,"fede-123"
68033,"fede-503"
68034,"fede-242"
68045,"fede-211"
68052,"fede-211"
68080,"fede-111"
68084,"fede-410"
68089,"fede-111"
68099,"fede-111"
68100,"fede-113"
68103,"fede-115"
68113,"fede-401"
68121,"fede-111"
68141,"fede-211"
68143,"fede-123"
68147,"fede-219"
68163,"fede-117"
68176,"fede-111"
68221,"fede-402"
68257,"fede-206"
68289,"fede-123"
68294,"fede-111"
68312,"fede-404"
68316,"fede-256"
68333,"fede-218"
68352,"fede-245"
68370,"fede-245"
68386,"fede-111"
68431,"fede-111"
68455,"fede-604"
68474,"fede-602"
68475,"fede-111"
68510,"fede-402"
68520,"fede-402"
68529,"fede-134"
68531,"fede-261"
68533,"fede-136"
68559,"fede-402"
68561,"fede-111"
68592,"fede-402"
68623,"fede-125"
68649,"fede-202"
68657,"fede-245"
68667,"fede-126"
68694,"fede-604"
68698,"fede-410"
68700,"fede-258"
68729,"fede-115"
68734,"fede-111"
68740,"fede-132"
68745,"fede-242"
68750,"fede-245"
68772,"fede-126"
68776,"fede-602"
68777,"fede-233"
68804,"fede-119"
68808,"fede-245"
68811,"fede-111"
68818,"fede-221"
68841,"fede-219"
68847,"fede-123"
68864,"fede-401"
68870,"fede-503"
68889,"fede-410"
68892,"fede-123"
68893,"fede-245"
68914,"fede-233"
68916,"fede-111"
68949,"fede-402"
68951,"fede-105"
68953,"fede-218"
68956,"fede-402"
68984,"fede-119"
68993,"fede-111"
68995,"fede-404"
69019,"fede-124"
69027,"fede-111"
69042,"fede-123"
69070,"fede-119"
69075,"fede-105"
69124,"fede-402"
69125,"fede-402"
69126,"fede-402"
69128,"fede-402"
69136,"fede-410"
69137,"fede-604"
69174,"fede-132"
69179,"fede-111"
69182,"fede-401"
69200,"fede-121"
69202,"fede-133"
69207,"fede-115"
69216,"fede-133"
69226,"fede-121"
69255,"fede-121"
69257,"fede-401"
69268,"fede-123"
69283,"fede-123"
69302,"fede-113"
69318,"fede-125"
69319,"fede-604"
69321,"fede-242"
69336,"fede-604"
69390,"fede-117"
69392,"fede-135"
69414,"fede-124"
69426,"fede-121"
69434,"fede-402"
69435,"fede-403"
69438,"fede-123"
69467,"fede-245"
69487,"fede-604"
69499,"fede-401"
69510,"fede-401"
69524,"fede-401"
69532,"fede-132"
69535,"fede-112"
69536,"fede-402"
69555,"fede-219"
69559,"fede-111"
69562,"fede-402"
69587,"fede-218"
69595,"fede-211"
69599,"fede-123"
69606,"fede-135"
69607,"fede-218"
69609,"fede-134"
69632,"fede-121"
69648,"fede-121"
69649,"fede-402"
69656,"fede-402"
69664,"fede-123"
69672,"fede-105"
69683,"fede-133"
69702,"fede-402"
69719,"fede-402"
69721,"fede-125"
69730,"fede-605"
69736,"fede-206"
69764,"fede-121"
69765,"fede-410"
69769,"fede-128"
69778,"fede-123"
69783,"fede-113"
69798,"fede-401"
69803,"fede-245"
69838,"fede-249"
69840,"fede-102"
69844,"fede-131"
69855,"fede-132"
69862,"fede-121"
69902,"fede-402"
69914,"fede-131"
69947,"fede-133"
69960,"fede-125"
69962,"fede-121"
69969,"fede-401"
69971,"fede-121"
69982,"fede-222"
69986,"fede-418"
70019,"fede-133"
70034,"fede-604"
70044,"fede-131"
70058,"fede-128"
70068,"fede-132"
70072,"fede-245"
70098,"fede-132"
70118,"fede-123"
70133,"fede-111"
70134,"fede-111"
70137,"fede-401"
70144,"fede-121"
70146,"fede-125"
70152,"fede-101"
70182,"fede-243"
70201,"fede-136"
70213,"fede-126"
70224,"fede-119"
70231,"fede-403"
70242,"fede-123"
70243,"fede-401"
70255,"fede-121"
70263,"fede-123"
70264,"fede-410"
70284,"fede-420"
70295,"fede-413"
70296,"fede-212"
70315,"fede-245"
70324,"fede-403"
70332,"fede-121"
70340,"fede-602"
70342,"fede-124"
70352,"fede-410"
70367,"fede-403"
70371,"fede-401"
70383,"fede-602"
70395,"fede-117"
70401,"fede-111"
70404,"fede-401"
70409,"fede-401"
70416,"fede-403"
70427,"fede-605"
70429,"fede-121"
70434,"fede-115"
70442,"fede-602"
70449,"fede-401"
70473,"fede-115"
70479,"fede-111"
70486,"fede-111"
70491,"fede-401"
70501,"fede-108"
70518,"fede-420"
70535,"fede-233"
70537,"fede-133"
70550,"fede-121"
70562,"fede-401"
70565,"fede-111"
70574,"fede-121"
70584,"fede-501"
70587,"fede-121"
70616,"fede-121"
70636,"fede-402"
70638,"fede-402"
70640,"fede-401"
70646,"fede-123"
70647,"fede-103"
70652,"fede-420"
70670,"fede-132"
70680,"fede-111"
70695,"fede-123"
70697,"fede-123"
70713,"fede-111"
70717,"fede-108"
70723,"fede-121"
70725,"fede-245"
70732,"fede-135"
70760,"fede-108"
70781,"fede-105"
70792,"fede-123"
70795,"fede-115"
70818,"fede-420"
70840,"fede-105"
70844,"fede-401"
70845,"fede-410"
70863,"fede-205"
70880,"fede-403"
70906,"fede-134"
70908,"fede-404"
70915,"fede-121"
70973,"fede-132"
70979,"fede-242"
70997,"fede-115"
70998,"fede-121"
71022,"fede-410"
71025,"fede-258"
71119,"fede-418"
71133,"fede-249"
71163,"fede-125"
71166,"fede-602"
71228,"fede-111"
71252,"fede-212"
71258,"fede-123"
71294,"fede-129"
71360,"fede-123"
71361,"fede-212"
71412,"fede-111"
71491,"fede-109"
71500,"fede-132"
71558,"fede-202"
71589,"fede-245"
71591,"fede-212"
71631,"fede-202"
71651,"fede-221"
71673,"fede-123"
71678,"fede-410"
71685,"fede-123"
71696,"fede-123"
71706,"fede-132"
71729,"fede-129"
71733,"fede-125"
71743,"fede-132"
71817,"fede-601"
71821,"fede-123"
71846,"fede-602"
71888,"fede-132"
71924,"fede-201"
71950,"fede-132"
71983,"fede-132"
72027,"fede-604"
72045,"fede-604"
72066,"fede-221"
72121,"fede-105"
72257,"fede-123"
72261,"fede-105"
72266,"fede-132"
72307,"fede-123"
72311,"fede-124"
72400,"fede-603"
72415,"fede-113"
72426,"fede-249"
72444,"fede-602"
72446,"fede-601"
72461,"fede-124"
72467,"fede-103"
72474,"fede-221"
72478,"fede-603"
72519,"fede-101"
72526,"fede-103"
72559,"fede-123"
72569,"fede-123"
72576,"fede-221"
72584,"fede-132"
72609,"fede-132"
72635,"fede-110"
72636,"fede-204"
72762,"fede-111"
72791,"fede-123"
72797,"fede-123"
72799,"fede-254"
72843,"fede-602"
72877,"fede-105"
72889,"fede-123"
72924,"fede-132"
72936,"fede-132"
73019,"fede-125"
73034,"fede-109"
73041,"fede-107"
73047,"fede-109"
73057,"fede-132"
73074,"fede-604"
73078,"fede-254"
73092,"fede-117"
73109,"fede-136"
73148,"fede-123"
73186,"fede-204"
73212,"fede-403"
73237,"fede-132"
73289,"fede-127"
73304,"fede-132"
73324,"fede-111"
73325,"fede-132"
73337,"fede-123"
73382,"fede-103"
73396,"fede-605"
73470,"fede-402"
73486,"fede-111"
73501,"fede-111"
73518,"fede-501"
73541,"fede-410"
73546,"fede-603"
73548,"fede-221"
73574,"fede-109"
73580,"fede-129"
73601,"fede-125"
73637,"fede-119"
73638,"fede-115"
73660,"fede-132"
73671,"fede-132"
73676,"fede-123"
73690,"fede-205"
73744,"fede-129"
73770,"fede-105"
73826,"fede-403"
73833,"fede-602"
73835,"fede-117"
73849,"fede-115"
73856,"fede-119"
73857,"fede-111"
73870,"fede-219"
73879,"fede-123"
73881,"fede-132"
73921,"fede-602"
73922,"fede-249"
74001,"fede-109"
74062,"fede-119"
74070,"fede-221"
74089,"fede-134"
74101,"fede-206"
74133,"fede-115"
74178,"fede-123"
74231,"fede-402"
74275,"fede-410"
74277,"fede-123"
74288,"fede-132"
74316,"fede-115"
74333,"fede-415"
74360,"fede-103"
74383,"fede-128"
74414,"fede-111"
74452,"fede-418"
74462,"fede-105"
74503,"fede-123"
74504,"fede-101"
74508,"fede-413"
74509,"fede-401"
74571,"fede-604"
74589,"fede-135"
74592,"fede-122"
74594,"fede-407"
74628,"fede-407"
74630,"fede-132"
74632,"fede-245"
74645,"fede-602"
74647,"fede-111"
74664,"fede-123"
74689,"fede-134"
74696,"fede-132"
74719,"fede-111"
74722,"fede-111"
74724,"fede-218"
74731,"fede-111"
74738,"fede-221"
74741,"fede-410"
74744,"fede-109"
74760,"fede-128"
74771,"fede-132"
74782,"fede-128"
74790,"fede-111"
74802,"fede-124"
74812,"fede-127"
74825,"fede-601"
74827,"fede-403"
74871,"fede-105"
74873,"fede-123"
74882,"fede-109"
74883,"fede-245"
74890,"fede-117"
74920,"fede-101"
74930,"fede-206"
74942,"fede-103"
74946,"fede-109"
74949,"fede-111"
74954,"fede-109"
74961,"fede-125"
74978,"fede-132"
75011,"fede-134"
75012,"fede-245"
75049,"fede-123"
75069,"fede-245"
75071,"fede-257"
75097,"fede-252"
75117,"fede-101"
75152,"fede-109"
75170,"fede-111"
75199,"fede-125"
75217,"fede-128"
75230,"fede-111"
75235,"fede-132"
75258,"fede-402"
75275,"fede-101"
75278,"fede-128"
75334,"fede-123"
75349,"fede-403"
75408,"fede-403"
75413,"fede-111"
75473,"fede-101"
75481,"fede-132"
75511,"fede-124"
75513,"fede-402"
75529,"fede-123"
75548,"fede-604"
75555,"fede-124"
75561,"fede-401"
75601,"fede-123"
75608,"fede-111"
75638,"fede-111"
75679,"fede-233"
75680,"fede-403"
75706,"fede-111"
75717,"fede-111"
75730,"fede-213"
75743,"fede-111"
75751,"fede-123"
75754,"fede-402"
75759,"fede-105"
75771,"fede-132"
75793,"fede-111"
75824,"fede-109"
75833,"fede-101"
75869,"fede-119"
75893,"fede-127"
75911,"fede-115"
75917,"fede-109"
75931,"fede-131"
75934,"fede-106"
75953,"fede-242"
75972,"fede-131"
76003,"fede-121"
76027,"fede-111"
76036,"fede-407"
76092,"fede-111"
76146,"fede-126"
76150,"fede-105"
76167,"fede-211"
76174,"fede-420"
76254,"fede-103"
76272,"fede-123"
76301,"fede-402"
76304,"fede-109"
76311,"fede-420"
76313,"fede-402"
76330,"fede-604"
76356,"fede-404"
76363,"fede-111"
76369,"fede-111"
76370,"fede-101"
76391,"fede-403"
76436,"fede-134"
76472,"fede-132"
76485,"fede-132"
76486,"fede-119"
76487,"fede-132"
76501,"fede-221"
76539,"fede-125"
76557,"fede-403"
76580,"fede-410"
76585,"fede-604"
76604,"fede-132"
76619,"fede-119"
76636,"fede-604"
76639,"fede-111"
76664,"fede-413"
76687,"fede-119"
76688,"fede-111"
76716,"fede-111"
76725,"fede-604"
76733,"fede-413"
76768,"fede-111"
76796,"fede-109"
76799,"fede-126"
76800,"fede-111"
76827,"fede-132"
76836,"fede-245"
76838,"fede-218"
76873,"fede-111"
76937,"fede-124"
76954,"fede-111"
76962,"fede-413"
76990,"fede-402"
76994,"fede-119"
77028,"fede-111"
77041,"fede-245"
77052,"fede-222"
77100,"fede-111"
77101,"fede-133"
77103,"fede-404"
77106,"fede-134"
77124,"fede-503"
77150,"fede-124"
77155,"fede-202"
77157,"fede-111"
77170,"fede-127"
77183,"fede-128"
77198,"fede-110"
77199,"fede-111"
77229,"fede-111"
77233,"fede-119"
77243,"fede-604"
77251,"fede-133"
77262,"fede-245"
77276,"fede-109"
77282,"fede-111"
77312,"fede-604"
77325,"fede-111"
77330,"fede-242"
77341,"fede-111"
77344,"fede-123"
77352,"fede-111"
77354,"fede-101"
77365,"fede-123"
77366,"fede-132"
77386,"fede-125"
77394,"fede-221"
77415,"fede-103"
77426,"fede-604"
77454,"fede-402"
77464,"fede-109"
77479,"fede-113"
77498,"fede-219"
77541,"fede-402"
77574,"fede-105"
77585,"fede-118"
77588,"fede-202"
77608,"fede-410"
77619,"fede-129"
77624,"fede-117"
77651,"fede-123"
77659,"fede-402"
77684,"fede-413"
77690,"fede-117"
77732,"fede-138"
77738,"fede-105"
77739,"fede-405"
77749,"fede-134"
77762,"fede-107"
77768,"fede-129"
77777,"fede-125"
77783,"fede-114"
77793,"fede-132"
77797,"fede-115"
77817,"fede-105"
77879,"fede-418"
77897,"fede-119"
77912,"fede-111"
77914,"fede-222"
77922,"fede-402"
77945,"fede-245"
77948,"fede-125"
78000,"fede-410"
78026,"fede-132"
78037,"fede-115"
78043,"fede-107"
78074,"fede-132"
78085,"fede-219"
78096,"fede-228"
78105,"fede-403"
78117,"fede-111"
78149,"fede-413"
78150,"fede-403"
78170,"fede-111"
78189,"fede-233"
78196,"fede-115"
78216,"fede-601"
78256,"fede-221"
78303,"fede-221"
78310,"fede-245"
78351,"fede-122"
78373,"fede-123"
78379,"fede-604"
78384,"fede-402"
78387,"fede-111"
78399,"fede-245"
78450,"fede-266"
78453,"fede-111"
78460,"fede-124"
78475,"fede-402"
78478,"fede-107"
78484,"fede-107"
78508,"fede-111"
78518,"fede-245"
78526,"fede-402"
78557,"fede-111"
78575,"fede-109"
78608,"fede-115"
78624,"fede-133"
78649,"fede-132"
78655,"fede-132"
78672,"fede-134"
78685,"fede-402"
78695,"fede-123"
78698,"fede-105"
78706,"fede-242"
78720,"fede-111"
78722,"fede-123"
78740,"fede-103"
78762,"fede-125"
78768,"fede-117"
78771,"fede-109"
78795,"fede-123"
78799,"fede-604"
78804,"fede-111"
78805,"fede-402"
78831,"fede-129"
78873,"fede-123"
78882,"fede-221"
78885,"fede-111"
78888,"fede-105"
78889,"fede-123"
78898,"fede-218"
78901,"fede-132"
78904,"fede-218"
78906,"fede-602"
78907,"fede-132"
78941,"fede-402"
78947,"fede-111"
78958,"fede-413"
79012,"fede-111"
79016,"fede-402"
79017,"fede-245"
79020,"fede-105"
79039,"fede-111"
79079,"fede-117"
79087,"fede-124"
79089,"fede-111"
79100,"fede-115"
79128,"fede-604"
79143,"fede-123"
79159,"fede-123"
79173,"fede-123"
79226,"fede-108"
79248,"fede-402"
79272,"fede-134"
79280,"fede-410"
79284,"fede-212"
79331,"fede-413"
79373,"fede-111"
79391,"fede-402"
79401,"fede-132"
79422,"fede-101"
79428,"fede-134"
79470,"fede-135"
79479,"fede-126"
79503,"fede-405"
79575,"fede-134"
79583,"fede-204"
79584,"fede-410"
79617,"fede-109"
79625,"fede-402"
79638,"fede-125"
79639,"fede-119"
79646,"fede-402"
79657,"fede-102"
79677,"fede-133"
79688,"fede-123"
79693,"fede-132"
79695,"fede-123"
79717,"fede-115"
79733,"fede-242"
79749,"fede-218"
79751,"fede-111"
79753,"fede-601"
79771,"fede-124"
79818,"fede-123"
79819,"fede-111"
79821,"fede-402"
79856,"fede-101"
79887,"fede-109"
79898,"fede-402"
79902,"fede-413"
79909,"fede-123"
79941,"fede-127"
79967,"fede-219"
80000,"fede-134"
80002,"fede-132"
80003,"fede-402"
80011,"fede-101"
80021,"fede-602"
80027,"fede-109"
80098,"fede-254"
80138,"fede-202"
80151,"fede-602"
80166,"fede-221"
80169,"fede-123"
80209,"fede-123"
80211,"fede-109"
80218,"fede-136"
80224,"fede-132"
80237,"fede-220"
80251,"fede-123"
80279,"fede-601"
80287,"fede-245"
80292,"fede-116"
80297,"fede-132"
80304,"fede-115"
80310,"fede-245"
80330,"fede-111"
80334,"fede-119"
80353,"fede-410"
80364,"fede-101"
80374,"fede-245"
80392,"fede-128"
80393,"fede-125"
80433,"fede-103"
80440,"fede-602"
80453,"fede-123"
80455,"fede-132"
80479,"fede-123"
80481,"fede-103"
80503,"fede-132"
80505,"fede-128"
80519,"fede-119"
80547,"fede-604"
80564,"fede-101"
80566,"fede-503"
80573,"fede-202"
80576,"fede-604"
80588,"fede-134"
80592,"fede-125"
80596,"fede-221"
80609,"fede-132"
80635,"fede-123"
80642,"fede-125"
80643,"fede-402"
80648,"fede-115"
80662,"fede-133"
80675,"fede-129"
80696,"fede-123"
80704,"fede-124"
80713,"fede-242"
80744,"fede-245"
80757,"fede-402"
80761,"fede-105"
80774,"fede-219"
80789,"fede-111"
80849,"fede-605"
80858,"fede-111"
80873,"fede-125"
80878,"fede-125"
80881,"fede-245"
80883,"fede-242"
80886,"fede-242"
80915,"fede-402"
80947,"fede-111"
80959,"fede-136"
80980,"fede-604"
80991,"fede-111"
81011,"fede-109"
81027,"fede-111"
81037,"fede-132"
81046,"fede-129"
81054,"fede-604"
81079,"fede-218"
81083,"fede-109"
81090,"fede-604"
81093,"fede-124"
81098,"fede-119"
81100,"fede-402"
81106,"fede-218"
81114,"fede-101"
81118,"fede-111"
81123,"fede-111"
81171,"fede-123"
81194,"fede-111"
81200,"fede-111"
81204,"fede-402"
81219,"fede-410"
81226,"fede-111"
81227,"fede-111"
81235,"fede-111"
81244,"fede-111"
81246,"fede-111"
81257,"fede-133"
81279,"fede-604"
81282,"fede-101"
81296,"fede-123"
81316,"fede-123"
81322,"fede-403"
81361,"fede-420"
81369,"fede-111"
81412,"fede-132"
81427,"fede-111"
81463,"fede-115"
81481,"fede-415"
81503,"fede-420"
81564,"fede-245"
81575,"fede-111"
81582,"fede-111"
81592,"fede-115"
81597,"fede-101"
81603,"fede-111"
81606,"fede-111"
81636,"fede-111"
81654,"fede-109"
81656,"fede-111"
81657,"fede-108"
81681,"fede-413"
81694,"fede-605"
81700,"fede-132"
81705,"fede-413"
81709,"fede-115"
81717,"fede-125"
81727,"fede-111"
81732,"fede-206"
81742,"fede-604"
81750,"fede-101"
81760,"fede-209"
81766,"fede-129"
81773,"fede-117"
81785,"fede-111"
81844,"fede-105"
81852,"fede-101"
81857,"fede-604"
81861,"fede-109"
81863,"fede-420"
81874,"fede-245"
81888,"fede-402"
81903,"fede-403"
81908,"fede-209"
81915,"fede-123"
81921,"fede-413"
81946,"fede-109"
81950,"fede-403"
81961,"fede-132"
81986,"fede-125"
82015,"fede-605"
82018,"fede-605"
82027,"fede-111"
82028,"fede-123"
82043,"fede-605"
82044,"fede-124"
82050,"fede-111"
82068,"fede-128"
82071,"fede-108"
82073,"fede-132"
82093,"fede-213"
82109,"fede-218"
82132,"fede-403"
82179,"fede-602"
82185,"fede-101"
82203,"fede-604"
82227,"fede-402"
82235,"fede-604"
82251,"fede-124"
82255,"fede-111"
82256,"fede-242"
82267,"fede-119"
82269,"fede-111"
82295,"fede-242"
82328,"fede-221"
82331,"fede-417"
82334,"fede-212"
82349,"fede-242"
82351,"fede-402"
82353,"fede-420"
82382,"fede-123"
82385,"fede-132"
82387,"fede-111"
82394,"fede-133"
82418,"fede-245"
82423,"fede-125"
82444,"fede-111"
82449,"fede-109"
82480,"fede-245"
82481,"fede-129"
82483,"fede-402"
82505,"fede-604"
82522,"fede-233"
82523,"fede-206"
82549,"fede-103"
82555,"fede-402"
82566,"fede-413"
82573,"fede-242"
82577,"fede-111"
82580,"fede-111"
82596,"fede-242"
82612,"fede-243"
82627,"fede-402"
82631,"fede-111"
82657,"fede-402"
82658,"fede-602"
82667,"fede-206"
82671,"fede-101"
82673,"fede-111"
82687,"fede-111"
82720,"fede-602"
82734,"fede-109"
82736,"fede-133"
82746,"fede-129"
82755,"fede-245"
82763,"fede-133"
82850,"fede-218"
82853,"fede-219"
82873,"fede-111"
82885,"fede-245"
82897,"fede-402"
82899,"fede-403"
82925,"fede-218"
82946,"fede-123"
82967,"fede-132"
82987,"fede-108"
83001,"fede-242"
83023,"fede-111"
83026,"fede-404"
83028,"fede-218"
83040,"fede-111"
83047,"fede-133"
83073,"fede-133"
83102,"fede-111"
83129,"fede-501"
83155,"fede-219"
83159,"fede-125"
83161,"fede-212"
83166,"fede-503"
83173,"fede-604"
83195,"fede-257"
83212,"fede-601"
83213,"fede-105"
83218,"fede-242"
83236,"fede-402"
83248,"fede-245"
83276,"fede-129"
83282,"fede-402"
83284,"fede-123"
83290,"fede-125"
83304,"fede-404"
83311,"fede-242"
83322,"fede-404"
83333,"fede-125"
83388,"fede-132"
83414,"fede-119"
83418,"fede-209"
83440,"fede-112"
83451,"fede-249"
83452,"fede-115"
83455,"fede-209"
83472,"fede-125"
83474,"fede-417"
83475,"fede-404"
83476,"fede-213"
83489,"fede-404"
83493,"fede-206"
83508,"fede-123"
83518,"fede-123"
83533,"fede-135"
83543,"fede-111"
83590,"fede-209"
83602,"fede-119"
83606,"fede-128"
83626,"fede-221"
83692,"fede-266"
83720,"fede-403"
83724,"fede-103"
83725,"fede-266"
83726,"fede-101"
83733,"fede-123"
83738,"fede-242"
83785,"fede-420"
83794,"fede-128"
83808,"fede-132"
83812,"fede-420"
83814,"fede-415"
83819,"fede-245"
83826,"fede-123"
83851,"fede-604"
83864,"fede-228"
83867,"fede-125"
83869,"fede-242"
83877,"fede-134"
83889,"fede-123"
83893,"fede-134"
83897,"fede-105"
83947,"fede-124"
83951,"fede-220"
83953,"fede-123"
83955,"fede-127"
83963,"fede-111"
83972,"fede-111"
83982,"fede-209"
84016,"fede-101"
84025,"fede-132"
84071,"fede-245"
84078,"fede-111"
84103,"fede-245"
84104,"fede-109"
84114,"fede-233"
84141,"fede-213"
84169,"fede-129"
84176,"fede-404"
84182,"fede-133"
84208,"fede-401"
84218,"fede-261"
84234,"fede-115"
84245,"fede-132"
84250,"fede-133"
84347,"fede-242"
84354,"fede-103"
84365,"fede-115"
84380,"fede-134"
84384,"fede-119"
84387,"fede-402"
