PRIMARY_KEY,activity_sector,Former_dep,JOB_DEP,JOB_DESCRIPTION,CONTRACT_TYPE,JOB_CATEGORY,Job_condition,EMPLOYER_CATEGORY,WORKING_HOURS,Employee_count
78639,"HZ","79","79","451a","CDI","O","C","ct_9",1830,"tr_3"
78640,"PZ","79","79","421b","CDI","O","C","ct_8",1820,"tr_1"
78649,"KZ","78","92","467c","CDI","O","C","ct_9",1316,"tr_6"
78651,"CK","43","43","628g","CDI","O","C","ct_9",1836,"tr_3"
78652,"GZ","38","38","676c","CDI","O","C","ct_9",1718,"tr_3"
78676,"QB","77","77","432d","CDI","O","P","ct_8",1150,"tr_4"
78708,"NZ","49","49","691d","CDI","O","C","ct_8",1998,"tr_3"
78715,"QB","69","69","563a","CDI","O","N","ct_7",782,"tr_0"
78731,"CA","95","93","479b","CDI","O","C","ct_9",1214,"tr_5"
78734,"LZ","08","08","541c","CDI","O","C","ct_9",1127,"tr_2"
78738,"MC","94","92","676c","CDI","O","C",NA,199,NA
78751,"CH","56","35","543b","CDI","O","C","ct_9",1482,"tr_5"
78772,"KZ","72","61","376e","CDI","O","C","ct_9",1516,"tr_1"
78788,"NZ","59","59","684a","CDI","O","P","ct_9",1188,"tr_5"
78789,"GZ","05","05","676a","CDI","O","P","ct_9",1002,"tr_2"
78790,"IZ","26","26","561d","CDI","O","C",NA,826,NA
78796,"QA","16","16","526a","CDI","O","C","ct_9",1925,"tr_3"
78805,"QB","91","91","434d","CDI","O","C","ct_8",1798,"tr_3"
78807,"QA","34","34","526a","CDI","O","C","ct_8",1820,"tr_6"
78822,"KZ","93","75","467b","CDI","O","C","ct_9",1820,"tr_6"
78832,"QB","65","65","526d","CDI","O","C","ct_8",1429,"tr_4"
78846,"CC","50","50","627d","CDI","O","C","ct_9",1536,"tr_2"
78848,"TZ","86","86","563a","CDI","O","C",NA,219,NA
78860,"MA","28","28","543e","CDI","O","C","ct_9",504,"tr_3"
78883,"QB","29","29","431f","CDI","O","P","ct_8",1424,"tr_5"
78893,"FZ","69","69","632h","CDI","O","C","ct_9",446,"tr_2"
78901,"HZ","59","93","543g","CDI","O","P","ct_9",728,"tr_0"
78904,"JB","78","91","383a","CDI","O","N","ct_9",852,"tr_6"
78907,"CE","06","06","374d","CDI","O","C","ct_9",1795,"tr_1"
78913,"GZ","64","64","487a","CDI","O","C","ct_9",304,"tr_2"
78922,"MA","56","56","543b","CDI","O","P","ct_9",1768,"tr_1"
78930,"GZ","13","13","462e","CDI","O","C","ct_9",324,"tr_1"
78946,"CG","59","59","484b","CDI","O","C","ct_9",850,"tr_2"
78954,"QA","95","95","523d","CDI","O","C","ct_3",452,"tr_6"
78982,"FZ",NA,NA,"632a","CDI","O","C","ct_9",1001,"tr_0"
78987,"QB","78","92","526d","CDI","O","C","ct_8",1719,"tr_2"
78991,"QB","77","91","525d","CDI","O","C","ct_9",1540,"tr_4"
78995,"FZ","44","44","634b","CDI","O","C","ct_9",1440,"tr_1"
79000,"QB","95","95","563a","CDI","O","N","ct_7",3000,"tr_1"
79005,"MA","75","75","461d","CDI","O","C","ct_6",826,"tr_1"
79007,"GZ","87","87","551a","CDI","O","P","ct_9",983,"tr_3"
79010,"SZ","85","85","441a","CDI","O","P","ct_9",526,"tr_3"
79043,"NZ","75","75","564a","CDI","O","C","ct_8",1328,"tr_1"
79068,"CM","85","85","433c","CDI","O","C","ct_9",1712,"tr_1"
79092,"KZ","71","75","467c","CDI","O","C","ct_9",1821,"tr_4"
79105,"CH","59","59","623g","CDI","O","C","ct_9",1260,"tr_1"
79106,"MA","02","51","541b","CDI","O","P","ct_9",850,"tr_4"
79129,"CL","03","71","624e","CDI","O","P","ct_9",1255,"tr_6"
79147,"CL","60","78","634b","CDI","O","C","ct_9",1674,"tr_6"
79185,"NZ","61","61","684a","CDI","O","P","ct_9",1112,"tr_6"
79189,"FZ","44","44","543h","TOA","O","C",NA,465,NA
79191,"CE","38","69","462e","CDI","O","C","ct_9",606,"tr_6"
79217,"PZ","35","35","422e","CDD","O","P","ct_1",1666,"tr_6"
79248,"QB","94","94","525d","CDI","O","C","ct_8",1820,"tr_4"
79252,"QA","35","35","372b","CDI","O","C","ct_8",1820,"tr_6"
79267,"LZ","60","60","525c","CDI","O","P","ct_5",826,"tr_6"
79275,"OZ","2A","2A","621f","CDI","O","P","ct_2",881,"tr_1"
79287,"TZ","76","76","563c","CDI","O","N","ct_7",1019,"tr_1"
79288,"OZ","60","95","451e","CDI","O","C","ct_8",1805,"tr_3"
79304,"PZ","92","75","333e","CDI","O","C","ct_1",1820,"tr_6"
79308,"GZ","49","49","551a","CDI","O","C","ct_9",1911,"tr_5"
79322,"GZ","33","33","462a","CDI","O","C","ct_9",1959,"tr_1"
79369,"DZ","13","13","477b","CDI","O","P","ct_9",1335,"tr_5"
79375,"PZ","44","56","422e","CDI","O","C","ct_8",1642,"tr_3"
79376,"OZ","09","09","335a","CDI","O","P",NA,104,NA
79394,"QB","27","27","563b","CDI","O","P",NA,333,NA
79399,"PZ","92","95","341a","CDI","O","C","ct_8",1820,"tr_4"
79412,"CL","91","91","474c","CDI","O","P","ct_9",1154,"tr_6"
79424,"HZ","64","64","641b","CDI","O","C","ct_9",1775,"tr_6"
79432,"GZ","33","33","487b","CDI","O","C","ct_9",1517,"tr_5"
79468,"HZ","73","73","641b","CDI","O","C","ct_9",1022,"tr_6"
79482,"HZ","77","95","479b","CDI","O","C","ct_9",1735,"tr_6"
79483,"KZ","35","35","684a","CDI","O","C",NA,588,NA
79491,"FZ","35","35","621c","CDI","O","C","ct_9",1664,"tr_1"
79501,"TZ","77","77","563c","CDI","O","P",NA,756,NA
79508,"JC","62","59","472d","CDI","O","C","ct_9",1820,"tr_1"
79519,"QB","24","24","526d","CDI","O","P","ct_8",1760,"tr_6"
79527,"KZ","79","79","376e","CDI","O","C","ct_9",1730,"tr_6"
79540,"HZ","64","64","641b","CDI","O","C","ct_9",1537,"tr_3"
79547,"QB","29","29","479b","CDI","O","C","ct_8",1820,"tr_3"
79574,"GZ","26","26","554c","CDI","O","C","ct_9",1147,"tr_1"
79597,"HZ","28","95","641b","CDI","O","C",NA,289,NA
79606,"FZ","33","33","681b","CDI","O","P","ct_9",744,"tr_2"
79609,"KZ","83","83","376c","CDI","O","C","ct_9",1820,"tr_6"
79610,"GZ","60","60","652a","CDI","O","P","ct_9",692,"tr_4"
79615,"FZ","13","13","621c","CDI","O","C","ct_9",1484,"tr_3"
79623,"QB","92","92","526a","CDI","O","C","ct_3",1807,"tr_6"
79639,"DZ","37","37","383a","CDI","O","C","ct_9",1820,"tr_3"
79646,"OZ","30","84","451g","CDI","O","C",NA,151,NA
79647,"CH","57","57","385b","CDI","O","C","ct_9",1090,"tr_6"
79648,"RZ","77","77","466c","CDI","O","C","ct_9",1027,"tr_6"
79665,"KZ","89","21","376c","CDI","O","C","ct_9",1680,"tr_4"
79671,"GZ","38","38","462a","CDI","O","N","ct_9",936,"tr_1"
79681,"NZ","33","33","676a","TTP","O","C","ct_9",1395,"tr_2"
79686,"QB","62","62","563a","CDI","O","N","ct_7",2325,"tr_1"
79689,"CK","33","33","473b","CDI","O","C","ct_9",1820,"tr_6"
79690,"LZ","91","94","479b","CDI","O","C","ct_5",1820,"tr_5"
79706,"HZ","82","31","641a","CDI","O","C","ct_9",2219,"tr_6"
79710,"CC","60","60","627d","CDI","O","C","ct_9",1283,"tr_2"
79730,"CA","77","77","674c","CDI","O","C","ct_9",1881,"tr_5"
79746,"PZ","81","81","422c","CDI","O","C","ct_8",1944,"tr_3"
79750,"HZ","11","92","389a","CDI","O","C","ct_9",1820,"tr_6"
79785,"GZ","34","34","433d","CDI","O","P","ct_9",1200,"tr_1"
79793,"QB","93","75","563b","CDI","O","C",NA,515,NA
79824,"KZ","76","76","467a","CDI","O","P","ct_9",427,"tr_1"
79839,"PZ","33","33","422c","CDI","O","C","ct_8",406,"tr_2"
79840,"CG","44","44","625c","CDI","O","C","ct_9",1734,"tr_5"
79843,"QB","50","50","542a","CDI","O","C","ct_8",1820,"tr_3"
79846,"SZ","94","94","461c","CDI","O","P","ct_8",356,"tr_5"
79871,"NZ","13","13","534a","CDI","O","C","ct_9",1580,"tr_4"
79876,"MC","94","92","461b","CDI","O","C","ct_9",1589,"tr_1"
79898,"NZ","02","02","684a","CDI","O","P","ct_9",1627,"tr_5"
79910,"CG","34","34","632a","CDI","O","C","ct_9",775,"tr_1"
79915,"HZ","59","59","461b","CDI","O","C","ct_9",1581,"tr_6"
79934,"QB","94","94","563b","AUT","X","P","ct_8",635,"tr_3"
79935,"QB","22","22","526a","CDI","O","P","ct_8",1632,"tr_5"
79937,"CK","29","29","463b","CDI","O","C","ct_9",1526,"tr_4"
79953,"KZ","91","75","388c","CDI","O","P","ct_1",1638,"tr_5"
79955,"GZ","2A","2A","543g","CDI","O","C","ct_9",1747,"tr_1"
79983,"CL","62","59","674d","CDI","O","C","ct_9",491,"tr_6"
79987,"IZ","93","75","636d","CDI","O","P","ct_9",963,"tr_1"
79990,"HZ","63","54","534a","CDI","O","N","ct_9",1284,"tr_5"
79999,"SZ","95","93","435a","CDI","O","C","ct_8",1370,"tr_4"
80006,"CM","06","06","383a","CDI","O","C","ct_9",1356,"tr_2"
80008,"SZ","29","91","383c","CDI","O","C","ct_9",157,"tr_3"
80009,"MA","84","92","374a","CDI","O","C","ct_9",1673,"tr_6"
80032,"OZ","93","75","423b","CDI","O","C","ct_1",NA,"tr_6"
80057,"GZ","12","12","433d","CDI","O","P","ct_9",455,"tr_1"
80081,"NZ","07","30","684a","CDI","O","C","ct_9",1131,"tr_3"
80090,"CH","57","57","623g","CDI","O","C","ct_9",1522,"tr_2"
80096,"GZ","69","26","551a","CDI","O","C","ct_9",346,"tr_2"
80105,"GZ","44","44","487a","CDI","O","C","ct_9",1112,"tr_3"
80143,"MA","38","38","372e","CDI","O","C","ct_9",1277,"tr_1"
80148,"KZ","22","22","461b","CDD","O","C","ct_8",814,"tr_3"
80157,"HZ","77","93","546d","CDI","O","C","ct_9",186,"tr_6"
80158,"NZ","95","95","534a","CDI","O","C","ct_9",2079,"tr_6"
80165,"GZ","83","83","433d","CDI","O","C","ct_9",455,"tr_1"
80166,"DZ","62","62","485a","CDI","O","C","ct_9",1820,"tr_4"
80170,"QB","13","13","526c","CDI","O","P","ct_8",257,"tr_2"
80174,"CI","95","95","653a","CDI","O","C","ct_9",1823,"tr_1"
80185,"SZ","13","13","631a","AUT","X","P","ct_8",1327,"tr_4"
80190,"KZ","25","25","376c","CDI","O","C","ct_9",1820,"tr_1"
80192,"QB",NA,NA,"525d","CDI","O","C","ct_8",238,"tr_3"
80204,"NZ","17","17","434c","CDI","O","P","ct_8",1598,"tr_2"
80224,"PZ","80","80","341a","CDI","O","C","ct_8",1820,"tr_5"
80248,"TZ","93","75","563c","CDI","O","N","ct_7",1875,"tr_1"
80258,"GZ","61","61","552a","CDI","O","C","ct_9",1932,"tr_5"
80260,"JC","92","94","388c","CDI","O","P","ct_9",1214,"tr_3"
80261,"MA","75","92","388a","CDI","O","C","ct_9",1123,"tr_6"
80280,"QB","59","59","434d","CDI","O","P","ct_8",1316,"tr_3"
80287,"QA","67","67","435b","CDI","O","C","ct_8",1260,"tr_5"
80293,"PZ","80","80","341a","CDI","O","C","ct_8",1820,"tr_5"
80296,"PZ","27","76","525b","CDI","O","C","ct_8",700,"tr_4"
80297,"QA","06","06","526e","CDI","O","C","ct_9",2024,"tr_1"
80303,"CB","13","06","675a","CDI","O","C","ct_9",1095,"tr_1"
80312,"EZ","31","31","461f","CDI","O","C","ct_9",1818,"tr_5"
80321,"QB","78","78","526d","CDI","O","C","ct_8",1710,"tr_4"
80325,"QB","44","44","525d","AUT","X","P","ct_3",681,"tr_6"
80331,"RZ","26","26","354g","CDI","O","C",NA,163,NA
80334,"HZ","88","88","451a","CDI","O","C","ct_9",1820,"tr_2"
80343,"NZ","24","24","691d","CDI","O","C","ct_8",2080,"tr_1"
80350,"GZ","29","29","676c","CDI","O","C","ct_9",299,"tr_3"
80352,"CA","44","44","674c","CDI","O","C","ct_9",525,"tr_5"
80355,"KZ","14","14","467c","CDI","O","C","ct_8",1820,"tr_1"
80356,"HZ","88","88","451a","CDI","O","C","ct_9",1820,"tr_2"
80359,"QB","65","64","435b","CDI","O","P","ct_8",1330,"tr_1"
80367,"PZ","31","31","423b","CDI","O","C","ct_9",1761,"tr_2"
80379,"TZ","78","78","563c","AUT","O","C",NA,640,NA
80386,"QB","94","93","542a","CDI","O","P","ct_8",1248,"tr_3"
80393,"NZ","35","35","387b","CDI","O","C","ct_9",1221,"tr_5"
80400,"PZ","13","13","422a","CDI","O","C","ct_1",1820,"tr_4"
80424,"CL","91","77","653a","CDI","O","C","ct_9",462,"tr_6"
80439,"OZ","15","15","451e","CDI","O","C","ct_8",1820,"tr_1"
80444,"FZ","35","35","472c","CDI","O","C","ct_9",1820,"tr_3"
80445,"HZ","25","25","451a","CDI","O","C","ct_9",470,"tr_5"
80462,"CH","55","52","626b","CDI","O","C","ct_9",1137,"tr_4"
80474,"HZ","84","84","641a","CDI","O","C","ct_9",1219,"tr_3"
80480,"QB",NA,NA,"524c","CDI","O","P","ct_2",1352,"tr_4"
80485,"HZ","78","78","333c","CDI","O","P","ct_9",1274,"tr_6"
80503,"HZ","62","62","546b","CDI","O","C","ct_9",1820,"tr_3"
80528,"GZ","44","44","653a","CDI","O","C","ct_9",1820,"tr_4"
80556,"IZ","64","64","561f","CDI","O","P","ct_9",430,"tr_1"
80559,"IZ","38","38","488b","CDI","O","C","ct_8",1384,"tr_1"
80570,"LZ","54","54","461c","CDI","O","C","ct_9",946,"tr_3"
80577,"KZ",NA,NA,"545c","CDI","O","C","ct_9",1986,"tr_1"
80599,"MA","04","04","373c","CDI","O","C","ct_9",1820,"tr_1"
80609,"QA","86","86","431a","AUT","O","C","ct_3",1815,"tr_6"
80616,"MB","30","30","342g","CDI","O","C","ct_5",2080,"tr_6"
80619,"OZ","57","57","523c","CDI","O","C","ct_2",1869,"tr_1"
80624,"CM",NA,NA,"628a","CDI","O","C","ct_9",1837,"tr_1"
80633,"QB","91","91","434a","CDI","O","C","ct_8",1592,"tr_1"
80639,"OZ","92","92","333f","CDI","O","C","ct_2",1767,"tr_6"
80643,"GZ","68","68","462b","CDI","O","C","ct_9",1669,"tr_2"
80655,"QA","76","76","523d","CDI","O","C",NA,154,NA
80671,"QA","80","80","332b","CDI","O","C","ct_3",1516,"tr_6"
80719,"OZ","24","36","452b","CDI","O","P",NA,50,NA
80727,"KZ","78","75","461b","CDI","O","P","ct_9",1533,"tr_5"
80729,"SZ","16","16","423b","CDI","O","C","ct_4",1391,"tr_5"
80731,"GZ","29","29","676d","CDI","O","C","ct_8",1447,"tr_2"
80733,"FZ","49","49","633a","CDI","O","C","ct_9",1775,"tr_3"
80744,"QB","93","75","563b","CDI","O","C",NA,515,NA
80746,"NZ","41","41","641a","CDI","O","C","ct_9",176,"tr_3"
80751,"CA","13","13","636c","CDI","O","C","ct_9",1912,"tr_1"
80752,"CK","71","71","626b","CDI","O","P","ct_9",1312,"tr_6"
80753,"QA","95","95","451h","CDI","O","C","ct_3",1820,"tr_6"
80757,"CC","76","76","543b","CDI","O","P","ct_9",245,"tr_1"
80771,"NZ","50","50","684a","CDI","O","P","ct_9",1952,"tr_1"
80773,"QB","44","44","526a","CDI","O","P","ct_8",1638,"tr_4"
80775,"QB","47","47","526d","CDI","O","C","ct_8",1726,"tr_2"
80784,"CC","33","33","627f","CDI","O","C","ct_9",1820,"tr_1"
80788,"MB","86","37","691e","TOA","O","C","ct_9",575,"tr_2"
80796,"HZ","40","65","641a","CDI","O","C","ct_9",2200,"tr_3"
80802,"TZ","14","14","563c","CDI","O","C",NA,361,NA
80817,"GZ","69","69","462d","CDI","O","C","ct_9",1307,"tr_6"
80820,"QA","71","71","526a","CDI","O","C","ct_9",1340,"tr_4"
80821,"NZ","67","67","643a","CDI","O","C",NA,208,"tr_0"
80823,"HZ","13","13","451a","CDI","O","C","ct_9",190,"tr_3"
80829,"QB","67","67","525d","CDI","O","C","ct_8",1116,"tr_4"
80831,"QA","34","34","432d","CDI","O","N",NA,131,NA
80833,"QB","31","31","525d","CDI","O","C","ct_8",1820,"tr_4"
80839,"NZ","78","93","534a","CDI","O","C","ct_9",855,"tr_6"
80842,"FZ","59","59","632a","CDI","O","C","ct_9",1736,"tr_3"
80845,"FZ","72","69","621e","CDI","O","C","ct_9",468,"tr_3"
80846,"CA","83","67","553c","CDI","O","C","ct_9",1687,"tr_6"
80847,"QA","06","06","525d","CDI","O","C","ct_9",1422,"tr_3"
80850,"QA","26","26","525d","CDI","O","C","ct_8",1178,"tr_6"
80854,"CA","51","51","691d","CDI","O","C","ct_9",1809,"tr_2"
80856,"GZ","81","81","641a","CDI","O","C","ct_9",350,"tr_1"
80863,"QB","53","44","525d","CDI","O","P","ct_8",925,"tr_3"
80866,"QB","02","02","525d","AUT","X","P","ct_3",409,"tr_4"
80873,"GZ","18","18","636a","CDI","O","P","ct_6",753,"tr_1"
80896,"CA","14","14","676c","CDI","O","P","ct_9",560,"tr_3"
80900,"NZ","68","67","534a","CDI","O","C","ct_9",143,"tr_6"
80903,"KZ","83","75","372c","CDI","O","N","ct_9",1365,"tr_6"
80915,"GZ","25","25","554h","CDI","O","C","ct_9",803,"tr_1"
80918,"HZ","59","59","643a","CDI","O","C","ct_9",1880,"tr_5"
80925,"QB","82","31","543h","CDI","O","P","ct_8",1256,"tr_1"
80930,"GZ","69","69","543f","CDI","O","C","ct_9",1770,"tr_5"
80936,"GZ","62","62","643a","CDI","O","P","ct_9",781,"tr_1"
80945,"NZ","10","54","684a","CDI","O","P","ct_9",2127,"tr_6"
80949,"CA","55","55","674c","CDI","O","C","ct_9",1822,"tr_5"
80962,"QB","69","69","526a","CDI","O","C","ct_8",1638,"tr_4"
80974,"NZ","75","75","564a","CDI","O","N","ct_8",1733,"tr_1"
80982,"QA","11","11","526a","CDI","O","C","ct_9",1999,"tr_6"
80992,"IZ","21","21","561c","CDI","O","C","ct_9",1495,"tr_3"
80998,"JB","54","54","463e","AUT","O","C","ct_9",1771,"tr_5"
80999,"NZ","94","93","534a","CDI","O","C","ct_9",1452,"tr_5"
81006,"NZ","94","78","684a","CDI","O","P","ct_9",330,"tr_4"
81014,"OZ","57","57","524c","AUT","X","P","ct_2",1278,"tr_5"
81031,"NZ","75","75","564a","CDI","O","C","ct_8",1820,"tr_1"
81032,"CJ","59","62","674d","CDI","O","C","ct_9",771,"tr_2"
81037,"HZ","73","73","641a","CDI","O","C","ct_9",351,"tr_4"
81039,"NZ","30","30","534a","CDI","O","C","ct_9",743,"tr_1"
81062,"GZ","93","94","551a","CDI","O","C","ct_9",1885,"tr_4"
81064,"CM","10","10","627d","CDI","O","P","ct_9",666,"tr_6"
81079,"CH","44","44","623e","CDI","O","P","ct_9",727,"tr_6"
81080,"CH","38","38","674d","CDI","O","C","ct_9",1147,"tr_6"
81097,"HZ","50","50","526e","CDI","O","P","ct_9",1532,"tr_2"
81100,"QA","92","75","525d","AUT","O","C","ct_3",1820,"tr_6"
81104,"HZ","84","69","641a","CDI","O","C","ct_9",1777,"tr_4"
81106,"FZ","80","80","478d","CDI","O","C","ct_9",1461,"tr_2"
81108,"IZ","92","75","636d","CDI","O","P","ct_9",251,"tr_1"
81111,"GZ","34","13","477c","CDI","O","C","ct_9",1655,"tr_3"
81113,"JA","75","75","353c","CDD","O","N","ct_9",224,"tr_0"
81117,"SZ","93","93","562b","CDI","O","P","ct_9",2273,"tr_1"
81132,"HZ","22","22","546b","CDI","O","C","ct_9",1790,"tr_5"
81138,"QB","21","21","563a","CDI","O","N","ct_7",1799,"tr_1"
81150,"CA","07","07","462e","CDI","O","P","ct_9",831,"tr_1"
81154,"TZ",NA,NA,"563c","CDI","O","N","ct_7",1499,"tr_0"
81165,"QA","62","62","526b","CDI","O","C","ct_9",1507,"tr_3"
81168,"OZ","17","91","524c","CDI","O","P","ct_2",264,"tr_3"
81177,"QA","89","89","526e","CDI","O","P","ct_9",595,"tr_3"
81188,"QB","79","79","525d","CDI","O","C","ct_3",1516,"tr_4"
81195,"NZ","94","75","534a","CDI","O","C","ct_9",479,"tr_4"
81197,"HZ","88","88","643a","CDI","O","P","ct_9",696,"tr_1"
81199,"GZ","77","77","672a","CDI","O","C","ct_9",1788,"tr_1"
81201,"NZ","13","13","563b","CDI","O","P","ct_8",522,"tr_3"
81206,"CC","66","66","485b","CDI","O","C","ct_9",1827,"tr_6"
81218,"QA","26","26","525d","CDI","O","P","ct_8",930,"tr_4"
81224,"GZ","74","74","554c","TOA","O","C","ct_9",434,"tr_1"
81230,"FZ","44","44","632a","CDI","O","C","ct_9",1413,"tr_3"
81253,"GZ","26","26","542a","CDI","O","C","ct_9",1868,"tr_4"
81254,"QA","62","62","525d","CDI","O","P","ct_8",900,"tr_5"
81263,"QA","51","08","333f","CDI","O","P","ct_3",3000,"tr_6"
81282,"GZ","62","62","462d","CDI","O","C","ct_9",1788,"tr_6"
81293,"CI","51","51","622f","CDI","O","C","ct_9",2028,"tr_6"
81303,"QB","14","14","563a","CDI","O","N","ct_7",2816,"tr_0"
81320,"GZ","02","02","676c","CDI","O","C","ct_9",1773,"tr_5"
81331,"LZ","31","31","676e","CDI","O","P","ct_9",684,"tr_1"
81334,"DZ","73","73","461f","CDI","O","C","ct_9",1793,"tr_5"
81352,"TZ","38","38","563c","CDI","O","P",NA,224,NA
81356,"NZ","04","04","684a","CDI","O","C","ct_9",1029,"tr_4"
81361,"PZ","33","33","422b","CDI","O","C","ct_8",1974,"tr_3"
81363,"HZ","40","54","534a","CDI","O","N","ct_9",671,"tr_5"
81364,"IZ","67","67","636d","CDI","O","C","ct_9",1174,"tr_1"
81383,"PZ","93","93","422e","CDI","O","C",NA,327,NA
81390,"QB","06","06","461d","CDI","O","C","ct_8",1820,"tr_4"
81399,"HZ","01","01","451a","CDI","O","C","ct_9",1825,"tr_3"
81410,"OZ","77","77","451g","CDI","O","C","ct_2",1819,"tr_6"
81412,"CC","69","69","627f","CDI","O","C","ct_9",1668,"tr_4"
81419,"QA","62","62","542a","CDI","O","P","ct_6",1248,"tr_1"
81454,"OZ","31","31","434b","CDI","O","C","ct_8",1630,"tr_1"
81460,"OZ","74","74","467d","CDI","O","C","ct_4",1884,"tr_4"
81462,"CF","27","92","344b","CDI","O","C","ct_9",1820,"tr_5"
81467,"QB","30","30","526d","CDI","O","C","ct_9",760,"tr_3"
81479,"KZ","13","13","542a","CDI","O","C","ct_9",1337,"tr_0"
81481,"PZ","74","74","435b","CDI","O","P","ct_8",1370,"tr_5"
81490,"OZ","93","93","451g","CDI","O","C","ct_2",1820,"tr_6"
81495,"CL","31","31","464b","CDI","O","C","ct_9",1505,"tr_6"
81497,"QA","31","31","451h","CDI","O","P","ct_9",1219,"tr_6"
81499,"CA","38","38","674c","CDI","O","C","ct_9",1820,"tr_3"
81501,"MA","17","17","543g","CDI","O","C","ct_9",1746,"tr_1"
81503,"GZ","35","35","634c","CDI","O","C","ct_9",1825,"tr_3"
81516,"OZ","77","77","621f","CDI","O","C",NA,141,NA
81521,"MA","44","44","541d","CDI","O","C","ct_9",1521,"tr_3"
81534,"GZ","52","52","634a","CDI","O","C","ct_9",1610,"tr_3"
81543,"CH","13","13","543g","CDI","O","C","ct_9",1601,"tr_6"
81554,"OZ","30","30","545d","CDI","O","C","ct_8",1365,"tr_6"
81557,"NZ","12","31","684a","CDI","O","P","ct_9",625,"tr_5"
81587,"TZ",NA,NA,"563c","CDI","O","N","ct_7",557,"tr_1"
81588,"MC","13","13","643a","CDI","O","C",NA,262,NA
81593,"QA","59","59","344a","CDI","O","C","ct_3",1844,"tr_6"
81594,"QA","64","64","526b","CDI","O","P","ct_9",1456,"tr_4"
81607,"QB","01","01","525d","CDI","O","P","ct_8",1270,"tr_2"
81610,"FZ","83","83","632g","CDD","O","P","ct_9",784,"tr_1"
81611,"PZ","26","26","525a","CDI","O","P","ct_8",895,"tr_5"
81619,"OZ","90","90","461f","CDI","O","P","ct_1",1456,"tr_3"
81624,"GZ","31","31","554f","CDI","O","P","ct_9",176,"tr_1"
81633,"QB","83","83","526a","CDI","O","C","ct_9",1827,"tr_4"
81637,"HZ","95","93","641a","CDI","O","C","ct_9",996,"tr_5"
81646,"SZ","13","13","562b","CDI","O","P","ct_6",679,"tr_1"
81660,"SZ","93","75","561f","CDI","O","C","ct_8",1281,"tr_4"
81661,"CE","30","30","475b","CDI","O","C","ct_9",1483,"tr_5"
81669,"KZ","69","69","467c","CDI","O","P","ct_9",1554,"tr_1"
81684,"NZ","51","54","684a","CDI","O","C","ct_9",1820,"tr_4"
81686,"GZ","95","95","634a","CDI","O","P","ct_9",188,"tr_2"
81691,"MA","53","53","543b","CDI","O","P","ct_8",1456,"tr_3"
81697,"AZ","02","02","692a","CDI","O","C","ct_9",1417,"tr_1"
81702,"CJ","72","72","477a","CDI","O","C","ct_9",455,"tr_5"
81715,"GZ","14","14","551a","CDI","O","C","ct_9",1825,"tr_1"
81717,"FZ","13","13","632a","CDI","O","C","ct_9",2109,"tr_2"
81724,"FZ","29","29","632e","CDI","O","C","ct_9",455,"tr_2"
81725,"CC","17","17","387e","CDI","O","C","ct_9",886,"tr_4"
81744,"RZ","75","75","354c","AUT","O","C",NA,317,NA
81747,"MB","84","84","524b","AUT","O","C","ct_1",1820,"tr_6"
81752,"PZ","75","75","451g","CDI","O","C",NA,200,NA
81760,"OZ","77","75","525c","CDI","O","C","ct_1",3000,"tr_6"
81778,"QA","19","19","526e","CDI","O","P","ct_9",534,"tr_1"
81782,"NZ","95","75","684a","CDI","O","C","ct_9",416,"tr_1"
81788,"CE","07","26","485a","CDI","O","P","ct_9",1624,"tr_6"
81794,"QB","52","52","563a","CDI","O","C",NA,278,NA
81803,"CA","76","76","676c","CDI","O","C","ct_9",2149,"tr_3"
81808,"FZ","26","26","684a","CDI","O","P","ct_9",1503,"tr_5"
81826,"CF","06","06","487a","CDI","O","C","ct_9",1743,"tr_6"
81838,"OZ","2B","2B","621f","AUT","O","C","ct_2",1820,"tr_6"
81849,"CA",NA,NA,"643a","CDI","O","C","ct_9",1820,"tr_4"
81853,"CB","34","34","675a","CDI","O","C","ct_9",607,"tr_4"
81858,"GZ","56","56","463a","CDI","O","C","ct_9",1467,"tr_3"
81865,"GZ","95","77","554e","CDI","O","C","ct_9",688,"tr_4"
81867,"QA","69","69","431a","CDI","O","C","ct_1",774,"tr_6"
81868,"QA","76","76","542a","CDI","O","C","ct_9",1820,"tr_2"
81871,"QB","13","13","525d","CDI","O","C","ct_8",1795,"tr_3"
81874,"IZ","64","64","561c","CDD","O","P","ct_8",494,"tr_3"
81880,"CM","30","30","433c","CDI","O","C","ct_9",1501,"tr_1"
81892,"SZ","77","77","637d","CDI","O","P","ct_9",750,"tr_1"
81897,"FZ","93","78","621a","CDI","O","C","ct_9",1694,"tr_6"
81901,"QB","49","49","563a","CDI","O","N","ct_7",2583,"tr_1"
81903,"QB","34","34","526d","CDI","O","C","ct_9",920,"tr_3"
81915,"CH","79","79","674d","CDI","O","C","ct_9",1523,"tr_6"
81932,"SZ","93","93","675a","CDI","O","C","ct_9",462,"tr_1"
81934,"PZ","86","86","333a","CDI","O","P",NA,152,NA
81944,"PZ","25","25","525b","CDI","O","P","ct_8",1203,"tr_3"
81956,"OZ","2A","2A","621f","CDI","O","P","ct_2",881,"tr_1"
81957,"CH","41","41","674d","CDI","O","C","ct_9",1649,"tr_2"
81961,"QB","76","76","525d","CDI","O","P","ct_2",839,"tr_6"
81982,"HZ","80","80","521a","CDI","O","C","ct_9",1820,"tr_6"
